transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_symbol	blast_description	target_species
dd_Smed_v6_4762_0_1	1808	PLDB	0	e-value	NP_001139628.1	GSK3B	glycogen synthase kinase 3 beta	Homo sapiens
dd_Smed_v6_47659_0_1	457	PLDB	9.00E-06	e-value	NP_660206.2	HMGB4 dJ1007G16.5	high mobility group box 4	Homo sapiens
dd_Smed_v6_4766_0_1	922	PLDB	4.00E-48	e-value	NP_079121.1	NAA60 HAT4 NAT15	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	Homo sapiens
dd_Smed_v6_477_0_1	1002	PLDB	4.00E-05	e-value	NP_057703.1	PLAC8 C15 DGIC onzin	placenta-specific 8	Homo sapiens
dd_Smed_v6_4784_0_1	2329	PLDB	3.00E-164	e-value	NP_002567.3	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_4787_0_1	940	PLDB	6.00E-17	e-value	NP_001123628.1	MLF1	myeloid leukemia factor 1	Homo sapiens
dd_Smed_v6_4794_0_1	3273	PLDB	8.00E-50	e-value	NP_852664.1	PIK3R1 AGM7 GRB1 p85 p85-ALPHA	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	Homo sapiens
dd_Smed_v6_4816_0_1	1911	PLDB	2.00E-52	e-value	NP_003572.2	NCK2 GRB4 NCKbeta	NCK adaptor protein 2	Homo sapiens
dd_Smed_v6_48242_0_1	246	PLDB	2.00E-24	e-value	NP_001324.2	CTSV CATL2 CTSL2 CTSU	cathepsin V	Homo sapiens
dd_Smed_v6_4827_0_1	1298	PLDB	7.00E-06	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_4834_0_1	2774	PLDB	2.00E-64	e-value	NP_620419.2	SDR16C5 RDH#2 RDH-E2 RDHE2	"short chain dehydrogenase/reductase family 16C, member 5"	Homo sapiens
dd_Smed_v6_48430_0_1	490	PLDB	2.00E-29	e-value	XP_005260840.1	OVOL2 EUROIMAGE566589 ZNF339	ovo-like zinc finger 2	Homo sapiens
dd_Smed_v6_48508_0_1	583	PLDB	4.00E-49	e-value	NP_002754.2	PROX1	prospero homeobox 1	Homo sapiens
dd_Smed_v6_4850_0_1	2981	PLDB	4.00E-67	e-value	XP_006713048.1	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_48706_0_1	1580	PLDB	2.00E-45	e-value	NP_000672.3	ADRA2A ADRA2 ADRA2R ADRAR ALPHA2AAR ZNF32	adrenoceptor alpha 2A	Homo sapiens
dd_Smed_v6_4873_0_1	880	PLDB	1.00E-41	e-value	NP_002119.1	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
dd_Smed_v6_4877_0_1	2641	PLDB	4.00E-87	e-value	NP_002724.1	PRKAG1 AMPKG	protein kinase AMP-activated non-catalytic subunit gamma 1	Homo sapiens
dd_Smed_v6_488_0_1	899	PLDB	4.00E-114	e-value	NP_004152.1	RAB1A RAB1 YPT1	"RAB1A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4896_0_1	1434	PLDB	1.00E-75	e-value	NP_000185.1	HPRT1 HGPRT HPRT	hypoxanthine phosphoribosyltransferase 1	Homo sapiens
dd_Smed_v6_49073_0_1	797	PLDB	3.00E-07	e-value	NP_002078.1	GRN CLN11 GEP GP88 PCDGF PEPI PGRN	granulin	Homo sapiens
dd_Smed_v6_491_0_1	987	PLDB	6.00E-113	e-value	NP_004628.4	RAB7A PRO2706 RAB7	"RAB7A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4933_0_1	6897	PLDB	1.00E-132	e-value	XP_005262620.1	KDM5D HY HYA JARID1D SMCY	lysine (K)-specific demethylase 5D	Homo sapiens
dd_Smed_v6_4956_0_1	2299	PLDB	1.00E-32	e-value	NP_036533.2	PLXNB2 MM1 Nbla00445 PLEXB2 dJ402G11.3	plexin B2	Homo sapiens
dd_Smed_v6_4961_0_1	1887	PLDB	3.00E-159	e-value	NP_005581.2	MRE11A ATLD HNGS1 MRE11 MRE11B	"MRE11 homolog A, double strand break repair nuclease"	Homo sapiens
dd_Smed_v6_4964_0_2	886	PLDB	4.00E-62	e-value	NP_004654.1	RAB11A YL8	"RAB11A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_4986_0_1	904	PLDB	2.00E-63	e-value	NP_116786.1	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_4989_0_1	1555	PLDB	0	e-value	NP_004227.1	COPS2 ALIEN CSN2 SGN2 TRIP15	COP9 signalosome subunit 2	Homo sapiens
dd_Smed_v6_4998_1_1	288	PLDB	5.00E-14	e-value	NP_001073983.1	SCX SCXA SCXB bHLHa48	scleraxis basic helix-loop-helix transcription factor	Homo sapiens
dd_Smed_v6_50003_0_1	409	PLDB	2.00E-16	e-value	NP_150646.3	ADRA1A ADRA1C ADRA1L1 ALPHA1AAR	adrenoceptor alpha 1A	Homo sapiens
dd_Smed_v6_5009_0_1	725	PLDB	8.00E-63	e-value	NP_115729.1	VPS25 DERP9 EAP20 FAP20	vacuolar protein sorting 25 homolog	Homo sapiens
dd_Smed_v6_5045_0_1	2498	PLDB	9.00E-123	e-value	NP_056270.2	CNOT6 CCR4 Ccr4a	"CCR4-NOT transcription complex, subunit 6"	Homo sapiens
dd_Smed_v6_5049_0_1	933	PLDB	6.00E-14	e-value	NP_942599.1	RAB6A RAB6	"RAB6A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_5051_0_1	2100	PLDB	5.00E-37	e-value	NP_631917.1	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_5055_0_1	1458	PLDB	0	e-value	NP_005601.1	RBBP4 NURF55 RBAP48 lin-53	retinoblastoma binding protein 4	Homo sapiens
dd_Smed_v6_5076_0_1	3031	PLDB	6.00E-77	e-value	NP_112729.1	COL4A3BP CERT CERTL GPBP STARD11	"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"	Homo sapiens
dd_Smed_v6_5082_0_1	1493	PLDB	2.00E-154	e-value	NP_002063.2	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_5104_0_1	1531	PLDB	4.00E-90	e-value	NP_001128727.1	RBBP4 NURF55 RBAP48 lin-53	retinoblastoma binding protein 4	Homo sapiens
dd_Smed_v6_510_0_1	1568	PLDB	0	e-value	NP_001419.1	ENO1 ENO1L1 MPB1 NNE PPH	"enolase 1, (alpha)"	Homo sapiens
dd_Smed_v6_511_0_1	1490	PLDB	0	e-value	NP_005338.1	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_5173_0_1	1132	PLDB	2.00E-101	e-value	NP_005776.1	RNF41 FLRF NRDP1	"ring finger protein 41, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_5180_0_1	2465	PLDB	8.00E-125	e-value	NP_003582.2	CUL2	cullin 2	Homo sapiens
dd_Smed_v6_5214_0_1	2106	PLDB	5.00E-20	e-value	XP_006713467.1	LRRFIP2 HUFI-2	leucine rich repeat (in FLII) interacting protein 2	Homo sapiens
dd_Smed_v6_5214_0_2	2085	PLDB	8.00E-21	e-value	NP_060194.1	LRRFIP2 HUFI-2	leucine rich repeat (in FLII) interacting protein 2	Homo sapiens
dd_Smed_v6_5219_0_1	1427	PLDB	4.00E-79	e-value	NP_036443.1	KIN BTCD KIN17 Rts2	Kin17 DNA and RNA binding protein	Homo sapiens
dd_Smed_v6_52295_0_1	898	PLDB	2.00E-33	e-value	XP_006713585.1	DRD3 D3DR ETM1 FET1	dopamine receptor D3	Homo sapiens
dd_Smed_v6_522_0_1	1028	PLDB	3.00E-84	e-value	NP_005393.2	RALA RAL	RALA Ras like proto-oncogene A	Homo sapiens
dd_Smed_v6_52996_0_1	964	PLDB	2.00E-111	e-value	NP_002802.2	PSMD7 MOV34 P40 Rpn8 S12	"proteasome 26S subunit, non-ATPase 7"	Homo sapiens
dd_Smed_v6_52_0_1	875	PLDB	2.00E-16	e-value	NP_057066.2	YBX2 CONTRIN CSDA3 DBPC MSY2	Y-box binding protein 2	Homo sapiens
dd_Smed_v6_53006_0_1	1193	PLDB	1.00E-33	e-value	NP_001124388.1	TGFBR1 AAT5 ACVRLK4 ALK-5 ALK5 ESS1 LDS1 LDS1A LDS2A MSSE SKR4 TGFR-1	"transforming growth factor, beta receptor 1"	Homo sapiens
dd_Smed_v6_5306_0_1	1041	PLDB	2.00E-74	e-value	NP_004154.2	RAB27B C25KG	"RAB27B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_5317_0_1	1898	PLDB	2.00E-43	e-value	XP_005254973.1	MEF2A ADCAD1 RSRFC4 RSRFC9 mef2	myocyte enhancer factor 2A	Homo sapiens
dd_Smed_v6_5329_0_1	1271	PLDB	2.00E-06	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_53406_0_1	568	PLDB	3.00E-30	e-value	NP_003899.2	EIF2S2 EIF2 EIF2B EIF2beta PPP1R67 eIF-2-beta	eukaryotic translation initiation factor 2 subunit beta	Homo sapiens
dd_Smed_v6_5341_0_1	2608	PLDB	2.00E-66	e-value	NP_000515.2	HTR1A 5-HT-1A 5-HT1A 5HT1a ADRB2RL1 ADRBRL1 G-21 PFMCD	5-hydroxytryptamine receptor 1A	Homo sapiens
dd_Smed_v6_5353_0_1	1420	PLDB	2.00E-67	e-value	NP_003757.1	BECN1 ATG6 VPS30 beclin1	beclin 1	Homo sapiens
dd_Smed_v6_5355_0_1	3595	PLDB	0	e-value	NP_001307.2	CSE1L CAS CSE1 XPO2	chromosome segregation 1 like	Homo sapiens
dd_Smed_v6_53598_0_1	2003	PLDB	8.00E-29	e-value	NP_001837.2	COL4A2 ICH POREN2	collagen type IV alpha 2	Homo sapiens
dd_Smed_v6_53693_0_1	401	PLDB	4.00E-28	e-value	NP_001324.2	CTSV CATL2 CTSL2 CTSU	cathepsin V	Homo sapiens
dd_Smed_v6_5371_0_1	1058	PLDB	3.00E-10	e-value	NP_008976.1	FGFR1OP FOP	FGFR1 oncogene partner	Homo sapiens
dd_Smed_v6_5396_0_1	3289	PLDB	9.00E-22	e-value	NP_001078846.1	MCC MCC1	mutated in colorectal cancers	Homo sapiens
dd_Smed_v6_542_0_1	2183	PLDB	0	e-value	NP_000932.3	POR CPR CYPOR P450R	cytochrome p450 oxidoreductase	Homo sapiens
dd_Smed_v6_5446_0_1	1330	PLDB	2.00E-150	e-value	NP_055982.2	JMJD6 PSR PTDSR PTDSR1	arginine demethylase and lysine hydroxylase	Homo sapiens
dd_Smed_v6_5493_0_1	1616	PLDB	5.00E-77	e-value	NP_002530.1	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_54997_0_1	493	PLDB	2.00E-07	e-value	NP_057171.2	WNT16	Wnt family member 16	Homo sapiens
dd_Smed_v6_5520_0_1	1517	PLDB	9.00E-21	e-value	XP_006714803.1	CDC25C CDC25 PPP1R60	cell division cycle 25C	Homo sapiens
dd_Smed_v6_5554_0_1	3170	PLDB	0	e-value	NP_002516.2	NRD1 hNRD1 hNRD2	nardilysin (N-arginine dibasic convertase)	Homo sapiens
dd_Smed_v6_5563_0_1	2168	PLDB	2.00E-11	e-value	NP_001108453.1	TP63 AIS B(p51A) B(p51B) EEC3 KET LMS NBP OFC8 RHS SHFM4 TP53CP TP53L TP73L p40 p51 p53CP p63 p73H p73L	tumor protein p63	Homo sapiens
dd_Smed_v6_5582_0_1	16200	PLDB	0	e-value	NP_001026.2	RYR2 ARVC2 ARVD2 RYR-2 RyR VTSIP	ryanodine receptor 2	Homo sapiens
dd_Smed_v6_56082_0_1	565	PLDB	2.00E-22	e-value	NP_004089.1	EMX2	empty spiracles homeobox 2	Homo sapiens
dd_Smed_v6_5609_0_1	1365	PLDB	4.00E-93	e-value	NP_005601.1	RBBP4 NURF55 RBAP48 lin-53	retinoblastoma binding protein 4	Homo sapiens
dd_Smed_v6_56140_0_1	970	PLDB	2.00E-55	e-value	NP_003397.1	YWHAZ 14-3-3-zeta HEL-S-3 HEL4 KCIP-1 YWHAD	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"	Homo sapiens
dd_Smed_v6_56335_0_1	953	PLDB	1.00E-81	e-value	NP_004334.1	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_5635_0_1	2474	PLDB	1.00E-164	e-value	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_5658_0_1	1767	PLDB	9.00E-146	e-value	NP_001258972.1	RPS6KB1 PS6K S6K S6K-beta-1 S6K1 STK14A p70 S6KA p70(S6K)-alpha p70-S6K p70-alpha	ribosomal protein S6 kinase B1	Homo sapiens
dd_Smed_v6_5663_0_1	1140	PLDB	2.00E-05	e-value	NP_689511.2	NASP FLB7527 PRO1999	nuclear autoantigenic sperm protein (histone-binding)	Homo sapiens
dd_Smed_v6_56771_0_1	1012	PLDB	1.00E-60	e-value	NP_003611.1	PPM1D PP2C-DELTA WIP1	"protein phosphatase, Mg2 /Mn2  dependent, 1D"	Homo sapiens
dd_Smed_v6_5680_0_1	2566	PLDB	0	e-value	NP_003581.1	CUL3 CUL-3 PHA2E	cullin 3	Homo sapiens
dd_Smed_v6_5688_0_1	932	PLDB	1.00E-71	e-value	NP_002583.1	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_5730_0_1	1886	PLDB	3.00E-112	e-value	XP_006724629.1	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_5736_0_1	1708	PLDB	2.00E-45	e-value	NP_001136073.1	SPHK1 SPHK	sphingosine kinase 1	Homo sapiens
dd_Smed_v6_5742_0_1	1563	PLDB	3.00E-109	e-value	NP_109587.1	MAP2K2 CFC4 MAPKK2 MEK2 MKK2 PRKMK2	mitogen-activated protein kinase kinase 2	Homo sapiens
dd_Smed_v6_5753_0_1	1101	PLDB	2.00E-22	e-value	NP_001185488.1	DNAJC27 RBJ RabJS	DnaJ heat shock protein family (Hsp40) member C27	Homo sapiens
dd_Smed_v6_5770_0_1	2848	PLDB	0	e-value	NP_003583.2	CUL1	cullin 1	Homo sapiens
dd_Smed_v6_5772_0_1	1338	PLDB	5.00E-62	e-value	XP_005270651.1	TXLNA IL14 TXLN	taxilin alpha	Homo sapiens
dd_Smed_v6_5777_0_1	8068	PLDB	2.00E-21	e-value	XP_006719406.1	UTP20 DRIM	"UTP20, small subunit (SSU) processome component, homolog (yeast)"	Homo sapiens
dd_Smed_v6_578_0_1	1369	PLDB	8.00E-98	e-value	NP_001655.1	RHOA ARH12 ARHA RHO12 RHOH12	ras homolog family member A	Homo sapiens
dd_Smed_v6_5794_0_1	2191	PLDB	1.00E-41	e-value	NP_002834.3	PTPRJ CD148 DEP1 HPTPeta R-PTP-ETA SCC1	"protein tyrosine phosphatase, receptor type J"	Homo sapiens
dd_Smed_v6_5800_0_1	2390	PLDB	5.00E-150	e-value	NP_000266.2	OCA2 BEY BEY1 BEY2 BOCA D15S12 EYCL EYCL2 EYCL3 HCL3 P PED SHEP1	OCA2 melanosomal transmembrane protein	Homo sapiens
dd_Smed_v6_5822_0_1	2819	PLDB	0	e-value	NP_001894.2	CTNNA1 CAP102	"catenin (cadherin-associated protein), alpha 1, 102kDa"	Homo sapiens
dd_Smed_v6_582_0_1	1224	PLDB	4.00E-106	e-value	NP_001324.2	CTSV CATL2 CTSL2 CTSU	cathepsin V	Homo sapiens
dd_Smed_v6_5837_0_1	4320	PLDB	6.00E-158	e-value	NP_001278350.1	KDM6A KABUK2 UTX bA386N14.2	lysine demethylase 6A	Homo sapiens
dd_Smed_v6_5857_0_1	1928	PLDB	0	e-value	NP_002708.1	PPP2R2A B55A B55ALPHA PR52A PR55A	protein phosphatase 2 regulatory subunit Balpha	Homo sapiens
dd_Smed_v6_5860_0_1	2285	PLDB	4.00E-143	e-value	NP_065795.1	MTA3	metastasis associated 1 family member 3	Homo sapiens
dd_Smed_v6_5869_0_1	1541	PLDB	9.00E-24	e-value	NP_004223.2	SOCS6 CIS-4 CIS4 HSPC060 SOCS-4 SOCS-6 SOCS4 SSI4 STAI4 STATI4	suppressor of cytokine signaling 6	Homo sapiens
dd_Smed_v6_5889_0_1	1011	PLDB	5.00E-18	e-value	NP_001171434.1	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_5891_0_1	977	PLDB	1.00E-86	e-value	NP_942599.1	RAB6A RAB6	"RAB6A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_5920_0_1	1309	PLDB	5.00E-111	e-value	NP_612462.1	RAB3C	"RAB3C, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_5922_0_1	741	PLDB	1.00E-54	e-value	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_5975_0_1	1796	PLDB	1.00E-142	e-value	NP_060931.2	PPP2R2D MDS026	protein phosphatase 2 regulatory subunit Bdelta	Homo sapiens
dd_Smed_v6_5996_0_1	1691	PLDB	2.00E-90	e-value	NP_005408.1	SRC ASV SRC1 c-SRC p60-Src	"SRC proto-oncogene, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_599_0_1	675	PLDB	3.00E-30	e-value	NP_004093.1	FABP3 FABP11 H-FABP M-FABP MDGI O-FABP	fatty acid binding protein 3	Homo sapiens
dd_Smed_v6_6025_0_1	1257	PLDB	8.00E-97	e-value	NP_004654.1	RAB11A YL8	"RAB11A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_6039_0_1	1779	PLDB	8.00E-115	e-value	NP_004374.1	CSK	c-src tyrosine kinase	Homo sapiens
dd_Smed_v6_6042_0_1	1261	PLDB	8.00E-163	e-value	NP_002737.2	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	mitogen-activated protein kinase 3	Homo sapiens
dd_Smed_v6_6047_0_1	1562	PLDB	0	e-value	NP_056958.3	RBPJ AOS3 CBF1 IGKJRB IGKJRB1 KBF2 RBP-J RBPJK RBPSUH SUH csl	recombination signal binding protein for immunoglobulin kappa J region	Homo sapiens
dd_Smed_v6_6055_0_1	827	PLDB	7.00E-15	e-value	NP_057169.2	ATRAID APR--3 APR-3 APR3 C2orf28 PRO240 p18	all-trans retinoic acid-induced differentiation factor	Homo sapiens
dd_Smed_v6_6079_0_1	1950	PLDB	1.00E-108	e-value	NP_001138574.1	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_6086_0_1	853	PLDB	4.00E-28	e-value	NP_005361.2	RAB8A MEL RAB8	"RAB8A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_6093_0_1	5239	PLDB	0	e-value	NP_002282.2	LAMB1 CLM LIS5	laminin subunit beta 1	Homo sapiens
dd_Smed_v6_6109_0_1	2869	PLDB	1.00E-80	e-value	NP_003362.2	VAV2 VAV-2	vav guanine nucleotide exchange factor 2	Homo sapiens
dd_Smed_v6_610_0_1	1653	PLDB	9.00E-108	e-value	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_6128_0_1	1017	PLDB	4.00E-50	e-value	NP_006825.1	RAB32	"RAB32, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_6129_0_1	4288	PLDB	3.00E-62	e-value	NP_001157743.1	DLC1 ARHGAP7 HP STARD12 p122-RhoGAP	DLC1 Rho GTPase activating protein	Homo sapiens
dd_Smed_v6_6130_0_1	1598	PLDB	4.00E-50	e-value	NP_002530.1	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_6133_0_1	2133	PLDB	2.00E-147	e-value	NP_954592.1	CARM1 PRMT4	coactivator-associated arginine methyltransferase 1	Homo sapiens
dd_Smed_v6_61429_0_1	407	PLDB	3.00E-19	e-value	NP_110388.2	WNT4 SERKAL WNT-4	Wnt family member 4	Homo sapiens
dd_Smed_v6_6160_0_1	2189	PLDB	2.00E-132	e-value	XP_006721800.1	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_6167_0_1	2179	PLDB	0	e-value	NP_001070957.1	GNAS AHO C20orf45 GNAS1 GPSA GSA GSP NESP PHP1A PHP1B PHP1C POH	GNAS complex locus	Homo sapiens
dd_Smed_v6_6168_0_1	1178	PLDB	4.00E-73	e-value	NP_002018.1	FNTA FPTA PGGT1A PTAR2	"farnesyltransferase, CAAX box, alpha"	Homo sapiens
dd_Smed_v6_6181_0_1	530	PLDB	5.00E-46	e-value	NP_004569.2	RAB4A HRES-1 HRES-1/RAB4 HRES1 RAB4	"RAB4A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_6183_0_1	2246	PLDB	2.00E-168	e-value	NP_060225.4	NSUN2 MISU MRT5 SAKI TRM4	NOP2/Sun RNA methyltransferase family member 2	Homo sapiens
dd_Smed_v6_6208_0_1	2588	PLDB	4.00E-129	e-value	NP_066264.3	CHAT CHOACTASE CMS1A CMS1A2	choline O-acetyltransferase	Homo sapiens
dd_Smed_v6_6236_0_1	1746	PLDB	1.00E-72	e-value	NP_000013.2	ADA	adenosine deaminase	Homo sapiens
dd_Smed_v6_623_0_1	1407	PLDB	0	e-value	NP_005713.1	ACTR2 ARP2	ARP2 actin-related protein 2 homolog (yeast)	Homo sapiens
dd_Smed_v6_6272_0_1	2182	PLDB	3.00E-174	e-value	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_6294_0_1	1873	PLDB	0	e-value	NP_002147.2	HSPD1 CPN60 GROEL HLD4 HSP-60 HSP60 HSP65 HuCHA60 SPG13	heat shock protein family D (Hsp60) member 1	Homo sapiens
dd_Smed_v6_6320_0_1	1669	PLDB	1.00E-53	e-value	NP_001020787.2	ARHGAP24 FILGAP RC-GAP72 RCGAP72 p73 p73RhoGAP	Rho GTPase activating protein 24	Homo sapiens
dd_Smed_v6_6340_0_1	4636	PLDB	0	e-value	NP_001073315.1	CREBBP CBP KAT3A RSTS	CREB binding protein	Homo sapiens
dd_Smed_v6_6348_0_1	2664	PLDB	4.00E-102	e-value	NP_071410.1	SLC28A3 CNT3	"solute carrier family 28 (concentrative nucleoside transporter), member 3"	Homo sapiens
dd_Smed_v6_6393_0_1	4046	PLDB	0	e-value	NP_000918.2	ABCB1 ABC20 CD243 CLCS GP170 MDR1 P-GP PGY1	ATP binding cassette subfamily B member 1	Homo sapiens
dd_Smed_v6_6410_0_1	2568	PLDB	2.00E-27	e-value	XP_006724331.1	DGCR8 C22orf12 DGCRK6 Gy1 pasha	DGCR8 microprocessor complex subunit	Homo sapiens
dd_Smed_v6_6428_0_1	1775	PLDB	7.00E-57	e-value	NP_001013433.1	FBXW7 AGO CDC4 FBW6 FBW7 FBX30 FBXO30 FBXW6 SEL-10 SEL10 hAgo hCdc4	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_64650_0_1	591	PLDB	1.00E-86	e-value	NP_001032891.1	SKOR2 CORL2 FUSSEL18	SKI family transcriptional corepressor 2	Homo sapiens
dd_Smed_v6_646_0_1	1373	PLDB	4.00E-176	e-value	NP_002056.2	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens
dd_Smed_v6_6470_0_1	3509	PLDB	2.00E-157	e-value	NP_001141.2	ANPEP APN CD13 GP150 LAP1 P150 PEPN	"alanyl aminopeptidase, membrane"	Homo sapiens
dd_Smed_v6_6501_0_1	861	PLDB	5.00E-13	e-value	NP_004347.1	CD81 CVID6 S5.7 TAPA1 TSPAN28	CD81 molecule	Homo sapiens
dd_Smed_v6_65116_0_1	994	PLDB	9.00E-35	e-value	NP_000363.1	TYR ATN CMM8 OCA1 OCA1A OCAIA SHEP3	tyrosinase	Homo sapiens
dd_Smed_v6_65197_0_1	518	PLDB	1.00E-71	e-value	NP_001269547.1	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_6534_0_1	1898	PLDB	1.00E-87	e-value	NP_067078.1	PELI2	pellino E3 ubiquitin protein ligase family member 2	Homo sapiens
dd_Smed_v6_6548_0_1	917	PLDB	6.00E-126	e-value	NP_775739.1	MOB1B MATS2 MOB4A MOBKL1A	MOB kinase activator 1B	Homo sapiens
dd_Smed_v6_6579_0_1	1216	PLDB	3.00E-73	e-value	XP_006722072.1	RPS6KB1 PS6K S6K S6K-beta-1 S6K1 STK14A p70 S6KA p70(S6K)-alpha p70-S6K p70-alpha	"ribosomal protein S6 kinase, 70kDa, polypeptide 1"	Homo sapiens
dd_Smed_v6_6588_0_1	916	PLDB	8.00E-48	e-value	NP_057454.1	RAB9B RAB9L Rab-9L	"RAB9B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_6612_0_1	2826	PLDB	3.00E-56	e-value	XP_006721398.1	MTSS1L ABBA-1	metastasis suppressor 1-like	Homo sapiens
dd_Smed_v6_6613_0_1	1272	PLDB	2.00E-81	e-value	NP_003672.1	PDXK C21orf124 C21orf97 HEL-S-1a PKH PNK	"pyridoxal (pyridoxine, vitamin B6) kinase"	Homo sapiens
dd_Smed_v6_6624_0_1	544	PLDB	7.00E-61	e-value	NP_003328.1	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_6643_0_1	900	PLDB	1.00E-13	e-value	NP_060926.2	EAF2 BM040 TRAITS U19	ELL associated factor 2	Homo sapiens
dd_Smed_v6_6661_0_1	1181	PLDB	1.00E-78	e-value	NP_004795.1	CIAO1 CIA1 WDR39	cytosolic iron-sulfur assembly component 1	Homo sapiens
dd_Smed_v6_6665_0_1	1156	PLDB	2.00E-115	e-value	NP_057030.3	PELO PRO1770	pelota homolog (Drosophila)	Homo sapiens
dd_Smed_v6_6668_0_1	509	PLDB	2.00E-30	e-value	NP_001818.1	CKS2 CKSHS2	CDC28 protein kinase regulatory subunit 2	Homo sapiens
dd_Smed_v6_667_0_1	956	PLDB	3.00E-60	e-value	NP_003338.1	UBE2L3 E2-F1 L-UBC UBCH7 UbcM4	ubiquitin conjugating enzyme E2 L3	Homo sapiens
dd_Smed_v6_6701_1_1	5770	PLDB	5.00E-51	e-value	NP_055847.1	PDS5B APRIN AS3 CG008	PDS5 cohesin associated factor B	Homo sapiens
dd_Smed_v6_6701_1_2	5736	PLDB	5.00E-51	e-value	NP_055847.1	PDS5B APRIN AS3 CG008	PDS5 cohesin associated factor B	Homo sapiens
dd_Smed_v6_6701_1_3	5712	PLDB	3.00E-51	e-value	NP_055847.1	PDS5B APRIN AS3 CG008	PDS5 cohesin associated factor B	Homo sapiens
dd_Smed_v6_6701_1_4	5678	PLDB	3.00E-51	e-value	NP_055847.1	PDS5B APRIN AS3 CG008	PDS5 cohesin associated factor B	Homo sapiens
