Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_4530_0_1	1281	PLDB	4.00E-38	RBM17 SPF45	RNA binding motif protein 17	Homo sapiens
dd_Smed_v6_45377_0_1	375	PLDB	2.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4537_0_1	1074	PLDB	8.00E-80	GPN1 ATPBD1A MBDIN NTPBP RPAP4 XAB1	GPN-loop GTPase 1	Homo sapiens
dd_Smed_v6_4540_0_1	1051	PLDB	7.00E-16	PRSS12 BSSP-3 BSSP3 MRT1	"protease, serine 12"	Homo sapiens
dd_Smed_v6_45415_0_1	472	PLDB	6.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4560_0_1	1325	PLDB	5.00E-37	GTF2H3 BTF2 P34 TFB4 TFIIH	general transcription factor IIH subunit 3	Homo sapiens
dd_Smed_v6_4561_0_1	2787	PLDB	0	CSNK1D ASPS CKIdelta FASPS2 HCKID	casein kinase 1 delta	Homo sapiens
dd_Smed_v6_4569_0_1	14288	PLDB	0	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_45876_0_1	234	PLDB	1.00E-13	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_458_0_1	386	PLDB	6.00E-48	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_458_0_2	251	PLDB	2.00E-49	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_4595_0_1	3955	PLDB	0	INO80 INO80A INOC1 hINO80	INO80 complex subunit	Homo sapiens
dd_Smed_v6_4595_0_2	3894	PLDB	0	INO80 INO80A INOC1 hINO80	INO80 complex subunit	Homo sapiens
dd_Smed_v6_46088_0_2	426	PLDB	3.00E-22	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4631_0_1	520	PLDB	9.00E-13	MIF GIF GLIF MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens
dd_Smed_v6_46627_0_1	949	PLDB	1.00E-95	TRIP13 16E1BP	thyroid hormone receptor interactor 13	Homo sapiens
dd_Smed_v6_46627_0_2	816	PLDB	2.00E-88	TRIP13 16E1BP	thyroid hormone receptor interactor 13	Homo sapiens
dd_Smed_v6_46671_0_1	449	PLDB	3.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4668_0_1	2892	PLDB	0	GAA LYAG	"glucosidase alpha, acid"	Homo sapiens
dd_Smed_v6_4674_0_1	1401	PLDB	2.00E-37	NCEH1 AADACL1 NCEH	neutral cholesterol ester hydrolase 1	Homo sapiens
dd_Smed_v6_46841_0_1	803	PLDB	3.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4701_0_1	1036	PLDB	8.00E-11	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_2	993	PLDB	7.00E-14	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_3	600	PLDB	8.00E-22	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4701_0_4	557	PLDB	3.00E-25	EXOSC7 EAP1 RRP42 Rrp42p hRrp42p p8	exosome component 7	Homo sapiens
dd_Smed_v6_4705_0_1	1258	PLDB	7.00E-98	DHRS12 SDR40C1	dehydrogenase/reductase (SDR family) member 12	Homo sapiens
dd_Smed_v6_4706_1_1	1593	PLDB	8.00E-116	KAT5 ESA1 HTATIP HTATIP1 PLIP TIP TIP60 ZC2HC5 cPLA2	lysine acetyltransferase 5	Homo sapiens
dd_Smed_v6_4727_0_1	1826	PLDB	1.00E-33	ACAD9 NPD002	acyl-CoA dehydrogenase family member 9	Homo sapiens
dd_Smed_v6_4738_0_1	1844	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_47436_0_1	1385	PLDB	0	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_47441_0_1	987	PLDB	1.00E-09	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4747_0_1	3056	PLDB	0	EFTUD2 MFDGA MFDM SNRNP116 Snrp116 Snu114 U5-116KD	elongation factor Tu GTP binding domain containing 2	Homo sapiens
dd_Smed_v6_4750_0_1	1543	PLDB	3.00E-94	PDHX DLDBP E3BP OPDX PDX1 proX	pyruvate dehydrogenase complex component X	Homo sapiens
dd_Smed_v6_4751_0_1	1275	PLDB	4.00E-97	FNTB FPTB	"farnesyltransferase, CAAX box, beta"	Homo sapiens
dd_Smed_v6_47624_0_1	560	PLDB	2.00E-22	MAT1A MAT MATA1 SAMS SAMS1	methionine adenosyltransferase 1A	Homo sapiens
dd_Smed_v6_4775_0_1	1181	PLDB	6.00E-53	ALKBH4 ABH4	"alkB homolog 4, lysine demethylase"	Homo sapiens
dd_Smed_v6_47836_0_1	618	PLDB	2.00E-16	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4806_0_1	1427	PLDB	9.00E-161	ACADS ACAD3 SCAD	"acyl-CoA dehydrogenase, C-2 to C-3 short chain"	Homo sapiens
dd_Smed_v6_4812_2_1	2263	PLDB	5.00E-24	LPCAT1 AYTL2 PFAAP3 lpcat	lysophosphatidylcholine acyltransferase 1	Homo sapiens
dd_Smed_v6_4814_0_1	909	PLDB	1.00E-62	MACROD2 C20orf133	MACRO domain containing 2	Homo sapiens
dd_Smed_v6_4815_0_1	4853	PLDB	0	DHX9 DDX9 LKP NDH2 NDHII RHA	DEAH-box helicase 9	Homo sapiens
dd_Smed_v6_4815_0_2	4625	PLDB	0	DHX9 DDX9 LKP NDH2 NDHII RHA	DEAH-box helicase 9	Homo sapiens
dd_Smed_v6_482_0_1	3163	PLDB	0	VCP ALS14 HEL-220 HEL-S-70 IBMPFD IBMPFD1 TERA p97	valosin containing protein	Homo sapiens
dd_Smed_v6_4834_0_1	2774	PLDB	2.00E-64	SDR16C5 RDH#2 RDH-E2 RDHE2	"short chain dehydrogenase/reductase family 16C, member 5"	Homo sapiens
dd_Smed_v6_4863_0_1	2747	PLDB	7.00E-98	PAM PAL PHM	peptidylglycine alpha-amidating monooxygenase	Homo sapiens
dd_Smed_v6_4869_0_1	1431	PLDB	4.00E-08	USP47 TRFP	ubiquitin specific peptidase 47	Homo sapiens
dd_Smed_v6_4873_0_1	880	PLDB	1.00E-41	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
dd_Smed_v6_4885_0_1	1785	PLDB	3.00E-22	EEPD1 HSPC107	endonuclease/exonuclease/phosphatase family domain containing 1	Homo sapiens
dd_Smed_v6_48882_0_1	1890	PLDB	0	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_4896_0_1	1434	PLDB	1.00E-75	HPRT1 HGPRT HPRT	hypoxanthine phosphoribosyltransferase 1	Homo sapiens
dd_Smed_v6_489_0_1	6501	PLDB	2.00E-89	TAOK2 MAP3K17 PSK PSK1 PSK1-BETA TAO1 TAO2	TAO kinase 2	Homo sapiens
dd_Smed_v6_4907_0_1	1754	PLDB	2.00E-126	NAE1 A-116A10.1 APPBP1 ula-1	NEDD8 activating enzyme E1 subunit 1	Homo sapiens
dd_Smed_v6_49228_0_1	665	PLDB	2.00E-20	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_4938_0_1	1765	PLDB	1.00E-95	ABHD16A BAT5 D6S82E NG26 PP199	abhydrolase domain containing 16A	Homo sapiens
dd_Smed_v6_4942_0_1	2259	PLDB	0	PLOD3 LH3	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	Homo sapiens
dd_Smed_v6_4946_0_1	1363	PLDB	7.00E-68	AGPAT4 1-AGPAT4 LPAAT-delta dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	Homo sapiens
dd_Smed_v6_4952_0_1	3830	PLDB	0	DDB1 DDBA UV-DDB1 XAP1 XPCE XPE XPE-BF	damage specific DNA binding protein 1	Homo sapiens
dd_Smed_v6_495_0_1	1833	PLDB	2.00E-66	QDPR DHPR PKU2 SDR33C1	quinoid dihydropteridine reductase	Homo sapiens
dd_Smed_v6_4961_0_1	1887	PLDB	3.00E-159	MRE11A ATLD HNGS1 MRE11 MRE11B	"MRE11 homolog A, double strand break repair nuclease"	Homo sapiens
dd_Smed_v6_4970_0_1	1103	PLDB	7.00E-78	ACP5 SPENCDI TRAP	"acid phosphatase 5, tartrate resistant"	Homo sapiens
dd_Smed_v6_4976_0_1	1153	PLDB	4.00E-54	KDSR DHSR FVT1 SDR35C1	3-ketodihydrosphingosine reductase	Homo sapiens
dd_Smed_v6_4986_0_1	904	PLDB	2.00E-63	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_50057_0_1	386	PLDB	2.00E-23	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_5011_0_1	2105	PLDB	1.00E-101	PAPD7 LAK-1 LAK1 POLK POLS TRF4 TRF4-1 TRF41 TUTASE5	PAP associated domain containing 7	Homo sapiens
dd_Smed_v6_5029_0_1	1013	PLDB	2.00E-64	AMMECR1L	AMMECR1-like	Homo sapiens
dd_Smed_v6_5029_0_2	836	PLDB	2.00E-73	AMMECR1 AMMERC1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	Homo sapiens
dd_Smed_v6_5029_0_3	811	PLDB	5.00E-50	AMMECR1 AMMERC1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	Homo sapiens
dd_Smed_v6_5042_0_1	4508	PLDB	2.00E-151	ATP10A ATP10C ATPVA ATPVC	ATPase phospholipid transporting 10A (putative)	Homo sapiens
dd_Smed_v6_5051_0_1	2100	PLDB	5.00E-37	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_5072_0_1	1099	PLDB	9.00E-138	TSTA3 FX P35B SDR4E1	tissue specific transplantation antigen P35B	Homo sapiens
dd_Smed_v6_5080_0_1	3599	PLDB	0	DDX23 PRPF28 SNRNP100 U5-100K U5-100KD prp28	DEAD-box helicase 23	Homo sapiens
dd_Smed_v6_50968_0_1	1244	PLDB	2.00E-99	POLK DINB1 DINP POLQ	polymerase (DNA) kappa	Homo sapiens
dd_Smed_v6_51242_0_1	244	PLDB	8.00E-18	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_513_0_1	1808	PLDB	0	PCCB	propionyl-CoA carboxylase beta subunit	Homo sapiens
dd_Smed_v6_5148_0_1	1448	PLDB	2.00E-89	PM20D2 ACY1L2 bA63L7.3	peptidase M20 domain containing 2	Homo sapiens
dd_Smed_v6_5163_0_1	1465	PLDB	5.00E-132	KATNA1	katanin catalytic subunit A1	Homo sapiens
dd_Smed_v6_5169_0_1	8925	PLDB	0	DNAH10	dynein axonemal heavy chain 10	Homo sapiens
dd_Smed_v6_5185_0_1	4271	PLDB	0	UPF1 HUPF1 NORF1 RENT1 pNORF1 smg-2	"UPF1, RNA helicase and ATPase"	Homo sapiens
dd_Smed_v6_51910_0_1	1249	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_52036_0_1	385	PLDB	2.00E-52	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_5206_0_1	1219	PLDB	3.00E-163	PPP5C PP5 PPP5 PPT	protein phosphatase 5 catalytic subunit	Homo sapiens
dd_Smed_v6_52102_0_1	676	PLDB	3.00E-18	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_5219_0_1	1427	PLDB	4.00E-79	KIN BTCD KIN17 Rts2	Kin17 DNA and RNA binding protein	Homo sapiens
dd_Smed_v6_5226_0_1	1675	PLDB	4.00E-104	PMPCA Alpha-MPP INPP5E P-55	peptidase (mitochondrial processing) alpha	Homo sapiens
dd_Smed_v6_52385_0_1	306	PLDB	2.00E-06	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_5239_0_1	1268	PLDB	2.00E-108	ECI2 ACBD2 DRS-1 DRS1 HCA88 PECI dJ1013A10.3	enoyl-CoA delta isomerase 2	Homo sapiens
dd_Smed_v6_5271_0_1	1520	PLDB	3.00E-136	ZMPSTE24 FACE-1 FACE1 HGPS PRO1 STE24 Ste24p	zinc metallopeptidase STE24	Homo sapiens
dd_Smed_v6_5357_0_1	2152	PLDB	3.00E-151	DHX8 DDX8 HRH1 PRP22 PRPF22	DEAH-box helicase 8	Homo sapiens
dd_Smed_v6_5360_0_2	1453	PLDB	5.00E-60	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_3	1390	PLDB	1.00E-64	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_4	1375	PLDB	1.00E-38	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5360_0_5	1312	PLDB	1.00E-42	MVD FP17780 MPD	mevalonate (diphospho) decarboxylase	Homo sapiens
dd_Smed_v6_5364_0_1	3443	PLDB	0	ACLY ACL ATPCL CLATP	ATP citrate lyase	Homo sapiens
dd_Smed_v6_53693_0_1	401	PLDB	4.00E-28	CTSV CATL2 CTSL2 CTSU	cathepsin V	Homo sapiens
dd_Smed_v6_5377_0_1	1489	PLDB	7.00E-43	SMPDL3B ASML3B	sphingomyelin phosphodiesterase acid like 3B	Homo sapiens
dd_Smed_v6_5378_0_1	1551	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_5394_0_1	1364	PLDB	8.00E-102	GALK1 GALK GK1 HEL-S-19	galactokinase 1	Homo sapiens
dd_Smed_v6_5397_0_1	3479	PLDB	2.00E-89	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5397_0_2	3414	PLDB	2.00E-99	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5397_0_4	3345	PLDB	6.00E-104	REV1 REV1L	"REV1, polymerase (DNA directed)"	Homo sapiens
dd_Smed_v6_5404_0_1	943	PLDB	1.00E-147	GNPDA2 GNP2 SB52	glucosamine-6-phosphate deaminase 2	Homo sapiens
dd_Smed_v6_54242_0_1	907	PLDB	7.00E-96	DNAH10	dynein axonemal heavy chain 10	Homo sapiens
dd_Smed_v6_5428_0_1	4879	PLDB	4.00E-21	BAZ1B WBSCR10 WBSCR9 WSTF	bromodomain adjacent to zinc finger domain 1B	Homo sapiens
dd_Smed_v6_54493_0_1	371	PLDB	1.00E-19	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_5493_0_1	1616	PLDB	5.00E-77	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_5504_0_1	2562	PLDB	1.00E-120	RFC5 RFC36	replication factor C subunit 5	Homo sapiens
dd_Smed_v6_550_0_1	2156	PLDB	0	TKT HEL107 TK TKT1	transketolase	Homo sapiens
dd_Smed_v6_55242_0_1	496	PLDB	3.00E-75	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_5543_0_1	1602	PLDB	4.00E-94	CHAF1B CAF-1 CAF-IP60 CAF1 CAF1A CAF1P60 MPHOSPH7 MPP7	chromatin assembly factor 1 subunit B	Homo sapiens
dd_Smed_v6_5563_0_1	2168	PLDB	2.00E-11	TP63 AIS B(p51A) B(p51B) EEC3 KET LMS NBP OFC8 RHS SHFM4 TP53CP TP53L TP73L p40 p51 p53CP p63 p73H p73L	tumor protein p63	Homo sapiens
dd_Smed_v6_5567_0_1	2507	PLDB	1.00E-173	WDR33 NET14 WDC146	WD repeat domain 33	Homo sapiens
dd_Smed_v6_55682_0_3	253	PLDB	5.00E-07	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_5637_0_1	514	PLDB	2.00E-27	NABP1 OBFC2A SOSS-B2 SSB2	nucleic acid binding protein 1	Homo sapiens
dd_Smed_v6_5669_1_1	1323	PLDB	1.00E-50	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_5669_1_2	1302	PLDB	3.00E-54	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_5686_0_1	2666	PLDB	3.00E-90	AMACR AMACRD CBAS4 RACE RM	alpha-methylacyl-CoA racemase	Homo sapiens
dd_Smed_v6_5688_0_1	932	PLDB	1.00E-71	PCNA	proliferating cell nuclear antigen	Homo sapiens
dd_Smed_v6_56_0_1	2455	PLDB	0	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_56_0_2	2389	PLDB	0	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_5704_0_1	2412	PLDB	0	PRKG2 PRKGR2 cGK2 cGKII	"protein kinase, cGMP-dependent, type II"	Homo sapiens
dd_Smed_v6_5705_0_1	2452	PLDB	4.00E-82	NGLY1 CDG1V PNG1 PNGase	N-glycanase 1	Homo sapiens
dd_Smed_v6_5767_0_1	2660	PLDB	1.00E-46	FOXK1 FOXK1L	forkhead box K1	Homo sapiens
dd_Smed_v6_576_0_1	1919	PLDB	2.00E-155	HEXB ENC-1AS HEL-248	hexosaminidase B (beta polypeptide)	Homo sapiens
dd_Smed_v6_57865_0_1	314	PLDB	7.00E-13	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens
dd_Smed_v6_5787_0_1	3505	PLDB	0	ALDH1L2 mtFDH	aldehyde dehydrogenase 1 family member L2	Homo sapiens
dd_Smed_v6_5787_0_2	3153	PLDB	0	ALDH1L2 mtFDH	aldehyde dehydrogenase 1 family member L2	Homo sapiens
dd_Smed_v6_57917_0_1	384	PLDB	4.00E-23	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_581_0_1	1155	PLDB	8.00E-153	PPP6C PP6 PP6C	protein phosphatase 6 catalytic subunit	Homo sapiens
dd_Smed_v6_5820_0_1	941	PLDB	5.00E-71	UCK2 TSA903 UK UMPK	uridine-cytidine kinase 2	Homo sapiens
dd_Smed_v6_5846_0_1	967	PLDB	5.00E-51	OTUB1 OTB1 OTU1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"	Homo sapiens
dd_Smed_v6_5858_0_1	2278	PLDB	5.00E-94	DHX15 DBP1 DDX15 HRH2 PRP43 PRPF43 PrPp43p	DEAH-box helicase 15	Homo sapiens
dd_Smed_v6_58591_0_1	246	PLDB	7.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_58593_0_1	519	PLDB	3.00E-16	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_5862_0_1	958	PLDB	8.00E-28	RRM2B MTDPS8A MTDPS8B P53R2	ribonucleotide reductase M2 B (TP53 inducible)	Homo sapiens
dd_Smed_v6_5865_0_1	4231	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5865_0_2	4185	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5865_0_3	4177	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5865_0_4	4131	PLDB	0	SMC4 CAP-C CAPC SMC-4 SMC4L1 hCAP-C	structural maintenance of chromosomes 4	Homo sapiens
dd_Smed_v6_5867_0_1	2037	PLDB	0	HSD17B4 DBP MFE-2 MPF-2 PRLTS1 SDR8C1	hydroxysteroid (17-beta) dehydrogenase 4	Homo sapiens
dd_Smed_v6_58841_0_1	692	PLDB	8.00E-79	DNAH10	dynein axonemal heavy chain 10	Homo sapiens
dd_Smed_v6_5889_0_1	1011	PLDB	5.00E-18	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_5889_0_2	968	PLDB	8.00E-21	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_5890_0_1	1455	PLDB	1.00E-26	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_2	1443	PLDB	2.00E-26	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_3	1404	PLDB	3.00E-30	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_5890_0_4	1392	PLDB	3.00E-30	MORF4L1 Eaf3 HsT17725 MEAF3 MORFRG15 MRG15 S863-6	mortality factor 4 like 1	Homo sapiens
dd_Smed_v6_59402_0_1	459	PLDB	6.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_5956_0_1	2435	PLDB	0	MCM4 CDC21 CDC54 NKCD NKGCD P1-CDC21 hCdc21	minichromosome maintenance complex component 4	Homo sapiens
dd_Smed_v6_5995_0_1	1242	PLDB	6.00E-124	GALT	galactose-1-phosphate uridylyltransferase	Homo sapiens
dd_Smed_v6_6005_0_1	2196	PLDB	0	ABCB7 ABC7 ASAT Atm1p EST140535	ATP binding cassette subfamily B member 7	Homo sapiens
dd_Smed_v6_6005_0_2	2134	PLDB	0	ABCB7 ABC7 ASAT Atm1p EST140535	ATP binding cassette subfamily B member 7	Homo sapiens
dd_Smed_v6_60075_0_1	657	PLDB	8.00E-10	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6022_0_1	1361	PLDB	3.00E-92	HIBCH HIBYLCOAH	3-hydroxyisobutyryl-CoA hydrolase	Homo sapiens
dd_Smed_v6_6042_0_1	1261	PLDB	8.00E-163	MAPK3 ERK-1 ERK1 ERT2 HS44KDAP HUMKER1A P44ERK1 P44MAPK PRKM3 p44-ERK1 p44-MAPK	mitogen-activated protein kinase 3	Homo sapiens
dd_Smed_v6_6050_0_1	1855	PLDB	0	SMAD9 MADH6 MADH9 PPH2 SMAD8 SMAD8A SMAD8B	SMAD family member 9	Homo sapiens
dd_Smed_v6_6056_0_1	1865	PLDB	2.00E-30	ACAD9 NPD002	acyl-CoA dehydrogenase family member 9	Homo sapiens
dd_Smed_v6_605_0_1	2573	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_606_1_1	3576	PLDB	2.00E-102	ATHL1	"ATH1, acid trehalase-like 1 (yeast)"	Homo sapiens
dd_Smed_v6_6079_0_1	1950	PLDB	1.00E-108	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_61010_0_1	328	PLDB	4.00E-12	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_61149_0_1	1304	PLDB	1.00E-90	PLD2	phospholipase D2	Homo sapiens
dd_Smed_v6_6130_0_1	1598	PLDB	4.00E-50	ODC1 ODC	ornithine decarboxylase 1	Homo sapiens
dd_Smed_v6_6138_0_1	2091	PLDB	0	DHX8 DDX8 HRH1 PRP22 PRPF22	DEAH-box helicase 8	Homo sapiens
dd_Smed_v6_61410_0_1	349	PLDB	1.00E-42	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6154_0_1	2523	PLDB	1.00E-131	PARP2 ADPRT2 ADPRTL2 ADPRTL3 ARTD2 PARP-2 pADPRT-2	poly(ADP-ribose) polymerase 2	Homo sapiens
dd_Smed_v6_6159_0_1	1682	PLDB	2.00E-13	UVRAG DHTX VPS38 p63	UV radiation resistance associated	Homo sapiens
dd_Smed_v6_6160_0_1	2189	PLDB	2.00E-132	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	angiotensin I converting enzyme	Homo sapiens
dd_Smed_v6_61964_0_1	661	PLDB	5.00E-19	CTRL CTRL1	chymotrypsin like	Homo sapiens
dd_Smed_v6_6209_0_1	2219	PLDB	1.00E-56	GPAA1 GAA1 hGAA1	glycosylphosphatidylinositol anchor attachment 1	Homo sapiens
dd_Smed_v6_6232_0_1	787	PLDB	4.00E-68	ISOC2	isochorismatase domain containing 2	Homo sapiens
dd_Smed_v6_6254_0_1	1718	PLDB	3.00E-107	PHGDH 3-PGDH 3PGDH HEL-S-113 PDG PGAD PGD PGDH SERA	phosphoglycerate dehydrogenase	Homo sapiens
dd_Smed_v6_6312_0_1	491	PLDB	4.00E-09	APITD1 CENP-S CENPS FAAP16 MHF1	"apoptosis-inducing, TAF9-like domain 1"	Homo sapiens
dd_Smed_v6_6321_0_1	1751	PLDB	2.00E-57	SPATA18 Mieap SPETEX1	spermatogenesis associated 18	Homo sapiens
dd_Smed_v6_6336_0_1	1441	PLDB	0	IVD ACAD2	isovaleryl-CoA dehydrogenase	Homo sapiens
dd_Smed_v6_6337_0_1	1501	PLDB	0	PAH PH PKU PKU1	phenylalanine hydroxylase	Homo sapiens
dd_Smed_v6_6342_0_1	958	PLDB	1.00E-91	RPE RPE2-1	ribulose-5-phosphate-3-epimerase	Homo sapiens
dd_Smed_v6_6364_0_1	1165	PLDB	4.00E-133	ALAD ALADH PBGS	aminolevulinate dehydratase	Homo sapiens
