Contig.primaryIdentifier	Contig.length	Contig.blastHits.score	Contig.blastHits.blastDomain.symbol	Contig.blastHits.blastDomain.description	Contig.blastHits.blastDomain.species	Contig.blastHits.blastDomain.primaryIdentifier
dd_Smed_v6_10235_0_2	1346	2.00E-26	TBCE HRD KCS KCS1 pac2	tubulin folding cofactor E	Homo sapiens	NP_003184.1
dd_Smed_v6_10238_0_10	1300	3.00E-68	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_12	1206	1.00E-64	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_2	2118	4.00E-107	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_3	2091	2.00E-112	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_4	2068	1.00E-102	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_5	1950	1.00E-122	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_6	1927	1.00E-97	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_7	1900	6.00E-103	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_8	1877	4.00E-93	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_10238_0_9	1350	3.00E-81	SMARCAL1 HARP HHARP	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"	Homo sapiens	NP_054859.2
dd_Smed_v6_102399_0_1	254	1.00E-06	RAN ARA24 Gsp1 TC4	"RAN, member RAS oncogene family"	Homo sapiens	NP_006316.1
dd_Smed_v6_10239_0_1	630	2.00E-32	CALML3 CLP	calmodulin like 3	Homo sapiens	NP_005176.1
dd_Smed_v6_1023_0_1	937	3.00E-86	TMED4 ERS25 HNLF	transmembrane emp24 protein transport domain containing 4	Homo sapiens	NP_872353.2
dd_Smed_v6_102403_0_1	311	2.00E-45	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens	NP_001360.1
dd_Smed_v6_10241_0_1	785	1.00E-23	CIB2 DFNB48 KIP2 USH1J	calcium and integrin binding family member 2	Homo sapiens	NP_006374.1
dd_Smed_v6_10246_0_1	1840	1.00E-15	RAB11FIP4 RAB11-FIP4	RAB11 family interacting protein 4	Homo sapiens	NP_116321.2
dd_Smed_v6_10248_0_1	3156	4.00E-12	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	lamin A/C	Homo sapiens	NP_733822.1
dd_Smed_v6_10255_0_1	1246	4.00E-10	NOL4L C20orf112 C20orf113 dJ1184F4.2 dJ1184F4.4	nucleolar protein 4-like	Homo sapiens	NP_542183.2
dd_Smed_v6_10257_0_1	3307	3.00E-26	FAM115C FAM139A	"family with sequence similarity 115, member C"	Homo sapiens	XP_006715990.1
dd_Smed_v6_1025_0_1	2073	0	TCP1 CCT-alpha CCT1 CCTa D6S230E TCP-1-alpha	t-complex 1	Homo sapiens	NP_110379.2
dd_Smed_v6_10261_0_1	1129	6.00E-17	NOC4L NET49 NOC4 UTP19	nucleolar complex associated 4 homolog	Homo sapiens	NP_076983.1
dd_Smed_v6_10262_0_1	1151	2.00E-17	TMEM56	transmembrane protein 56	Homo sapiens	NP_689700.1
dd_Smed_v6_10263_0_1	1369	2.00E-45	WDR31	WD repeat domain 31	Homo sapiens	NP_001012361.1
dd_Smed_v6_10266_0_1	760	3.00E-74	RAB27B C25KG	"RAB27B, member RAS oncogene family"	Homo sapiens	NP_004154.2
dd_Smed_v6_10267_0_1	1113	3.00E-43	KLKB1 KLK3 PPK	"kallikrein B, plasma (Fletcher factor) 1"	Homo sapiens	NP_000883.2
dd_Smed_v6_10268_0_1	769	4.00E-16	HSCB DNAJC20 HSC20 JAC1 dJ366L4.2	HscB mitochondrial iron-sulfur cluster co-chaperone	Homo sapiens	NP_741999.3
dd_Smed_v6_10270_0_1	687	2.00E-56	RAB1A RAB1 YPT1	"RAB1A, member RAS oncogene family"	Homo sapiens	NP_004152.1
dd_Smed_v6_10271_0_1	5253	0	CFAP43 C10orf79 WDR96 bA373N18.2	cilia and flagella associated protein 43	Homo sapiens	NP_079421.5
dd_Smed_v6_10271_0_2	5232	0	CFAP43 C10orf79 WDR96 bA373N18.2	cilia and flagella associated protein 43	Homo sapiens	NP_079421.5
dd_Smed_v6_10271_0_3	5211	0	CFAP43 C10orf79 WDR96 bA373N18.2	cilia and flagella associated protein 43	Homo sapiens	NP_079421.5
dd_Smed_v6_10273_0_1	2723	1.00E-41	SIN3A	SIN3 transcription regulator family member A	Homo sapiens	NP_056292.1
dd_Smed_v6_10276_0_1	2060	3.00E-154	COLGALT1 GLT25D1	collagen beta(1-O)galactosyltransferase 1	Homo sapiens	NP_078932.2
dd_Smed_v6_10277_0_1	1653	2.00E-104	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens	NP_067627.2
dd_Smed_v6_10277_0_2	1620	8.00E-105	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens	NP_067627.2
dd_Smed_v6_10278_0_1	1268	0	MAT1A MAT MATA1 SAMS SAMS1	methionine adenosyltransferase 1A	Homo sapiens	NP_000420.1
dd_Smed_v6_102795_0_1	286	3.00E-19	PPP2R5D B56D	"protein phosphatase 2, regulatory subunit B', delta"	Homo sapiens	NP_001257405.1
dd_Smed_v6_10279_0_1	1328	5.00E-20	CNBP CNBP1 DM2 PROMM RNF163 ZCCHC22 ZNF9	CCHC-type zinc finger nucleic acid binding protein	Homo sapiens	NP_003409.1
dd_Smed_v6_10279_0_2	545	2.00E-12	CNBP CNBP1 DM2 PROMM RNF163 ZCCHC22 ZNF9	CCHC-type zinc finger nucleic acid binding protein	Homo sapiens	NP_003409.1
dd_Smed_v6_1027_0_1	2596	5.00E-76	VWA5A BCSC-1 BCSC1 LOH11CR2A	von Willebrand factor A domain containing 5A	Homo sapiens	NP_055437.2
dd_Smed_v6_1027_0_2	1914	8.00E-78	VWA5A BCSC-1 BCSC1 LOH11CR2A	von Willebrand factor A domain containing 5A	Homo sapiens	NP_055437.2
dd_Smed_v6_10288_0_1	1921	2.00E-37	PLEKHG6 MyoGEF	"pleckstrin homology domain containing, family G (with RhoGef domain) member 6"	Homo sapiens	XP_005253762.1
dd_Smed_v6_10289_0_1	1594	4.00E-134	TRMT1 TRM1	tRNA methyltransferase 1 homolog (S. cerevisiae)	Homo sapiens	NP_060192.1
dd_Smed_v6_10293_0_1	911	2.00E-45	FHL3 SLIM2	four and a half LIM domains 3	Homo sapiens	NP_004459.2
dd_Smed_v6_10301_0_1	598	4.00E-18	INO80C C18orf37 IES6 hIes6	INO80 complex subunit C	Homo sapiens	XP_005258253.1
dd_Smed_v6_10302_0_1	3842	0	MTR HMAG MS cblG	5-methyltetrahydrofolate-homocysteine methyltransferase	Homo sapiens	NP_000245.2
dd_Smed_v6_10304_0_1	6566	0	ABCA1 ABC-1 ABC1 CERP HDLDT1 TGD	ATP binding cassette subfamily A member 1	Homo sapiens	NP_005493.2
dd_Smed_v6_103063_0_1	290	2.00E-35	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens	NP_001360.1
dd_Smed_v6_1030_0_1	461	5.00E-18	PFDN6 H2-KE2 HKE2 KE-2 PFD6	prefoldin subunit 6	Homo sapiens	NP_055075.1
dd_Smed_v6_10311_0_1	4184	8.00E-100	BPTF FAC1 FALZ NURF301	bromodomain PHD finger transcription factor	Homo sapiens	NP_872579.2
dd_Smed_v6_10311_0_2	4133	7.00E-100	BPTF FAC1 FALZ NURF301	bromodomain PHD finger transcription factor	Homo sapiens	NP_872579.2
dd_Smed_v6_103126_0_1	254	9.00E-28	TUBB3 CDCBM CDCBM1 CFEOM3 CFEOM3A FEOM3 TUBB4 beta-4	"tubulin, beta 3 class III"	Homo sapiens	NP_001184110.1
dd_Smed_v6_10315_0_1	4734	2.00E-51	LOC100287651	lipoxygenase homology domain-containing protein 1-like	Homo sapiens	XP_003403865.3
dd_Smed_v6_10315_0_2	4677	2.00E-51	LOC100287651	lipoxygenase homology domain-containing protein 1-like	Homo sapiens	XP_003403865.3
dd_Smed_v6_10316_0_1	1045	2.00E-48	MMD MMA MMD1 PAQR11	monocyte to macrophage differentiation associated	Homo sapiens	NP_036461.2
dd_Smed_v6_1031_0_1	2413	0	DPP3 DPPIII	dipeptidyl peptidase 3	Homo sapiens	NP_005691.2
dd_Smed_v6_10323_0_1	1400	5.00E-72	AURKC AIE2 AIK3 ARK3 AurC SPGF5 STK13 aurora-C	aurora kinase C	Homo sapiens	NP_001015878.1
dd_Smed_v6_10323_0_2	1040	2.00E-35	AURKC AIE2 AIK3 ARK3 AurC SPGF5 STK13 aurora-C	aurora kinase C	Homo sapiens	NP_001015878.1
dd_Smed_v6_10324_0_1	1266	9.00E-103	FAM221A C7orf46	family with sequence similarity 221 member A	Homo sapiens	NP_954587.2
dd_Smed_v6_10325_0_1	1534	1.00E-43	GALR2 GAL2-R GALNR2 GALR-2	galanin receptor 2	Homo sapiens	NP_003848.1
dd_Smed_v6_10327_0_1	638	1.00E-46	PPIL6 PPIase RSPH12 bA425D10.6 dJ919F19.1	peptidylprolyl isomerase like 6	Homo sapiens	NP_001273289.1
dd_Smed_v6_10327_0_2	417	1.00E-14	PPIL6 PPIase RSPH12 bA425D10.6 dJ919F19.1	peptidylprolyl isomerase like 6	Homo sapiens	NP_001273290.1
dd_Smed_v6_10327_0_3	378	7.00E-15	PPIL6 PPIase RSPH12 bA425D10.6 dJ919F19.1	peptidylprolyl isomerase like 6	Homo sapiens	NP_001273290.1
dd_Smed_v6_10329_0_1	1095	3.00E-20	NUP35 MP-44 MP44 NP44 NUP53	nucleoporin 35kDa	Homo sapiens	NP_001274514.1
dd_Smed_v6_1032_0_1	2409	4.00E-31	CREB3L1 OASIS	cAMP responsive element binding protein 3-like 1	Homo sapiens	NP_443086.1
dd_Smed_v6_10330_0_1	3997	2.00E-10	XPO4 exp4	exportin 4	Homo sapiens	XP_005266561.1
dd_Smed_v6_103336_0_1	267	2.00E-52	PPP3CC CALNA3 CNA3 PP2Bgamma	protein phosphatase 3 catalytic subunit gamma	Homo sapiens	NP_005596.2
dd_Smed_v6_10335_0_1	1631	2.00E-34	CDC20 CDC20A bA276H19.3 p55CDC	cell division cycle 20	Homo sapiens	NP_001246.2
dd_Smed_v6_10336_0_1	2601	5.00E-64	TBL3 SAZD UTP13	transducin beta like 3	Homo sapiens	NP_006444.2
dd_Smed_v6_10337_0_1	2279	1.00E-22	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_10	1559	1.00E-08	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_11	1489	6.00E-27	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_12	1437	9.00E-09	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_2	2227	2.00E-08	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_3	1951	1.00E-22	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_4	1939	3.00E-38	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_5	1899	2.00E-08	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_6	1887	4.00E-17	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_7	1829	9.00E-23	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_8	1777	1.00E-08	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10337_0_9	1611	7.00E-29	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	Homo sapiens	NP_055635.3
dd_Smed_v6_10338_0_1	2920	0	PARP1 ADPRT ADPRT 1 ADPRT1 ARTD1 PARP PARP-1 PPOL pADPRT-1	poly(ADP-ribose) polymerase 1	Homo sapiens	NP_001609.2
dd_Smed_v6_10338_0_2	596	4.00E-43	PARP1 ADPRT ADPRT 1 ADPRT1 ARTD1 PARP PARP-1 PPOL pADPRT-1	poly(ADP-ribose) polymerase 1	Homo sapiens	NP_001609.2
dd_Smed_v6_10339_0_1	3001	3.00E-58	MAP3K19 RCK YSK4	mitogen-activated protein kinase kinase kinase 19	Homo sapiens	NP_001018056.1
dd_Smed_v6_1033_0_1	764	3.00E-68	FTH1 FHC FTH FTHL6 HFE5 PIG15 PLIF	"ferritin, heavy polypeptide 1"	Homo sapiens	NP_002023.2
dd_Smed_v6_10346_0_1	1414	5.00E-21	FAM47E	family with sequence similarity 47 member E	Homo sapiens	NP_001130042.1
dd_Smed_v6_10347_0_1	1722	5.00E-54	NUP54	nucleoporin 54kDa	Homo sapiens	NP_001265532.1
dd_Smed_v6_10349_0_1	1087	5.00E-49	ABHD12 ABHD12A BEM46L2 C20orf22 PHARC dJ965G21.2	abhydrolase domain containing 12	Homo sapiens	NP_001035937.1
dd_Smed_v6_1034_0_1	2381	0	DDX6 HLR2 P54 RCK	DEAD-box helicase 6	Homo sapiens	NP_004388.2
dd_Smed_v6_10354_0_1	2011	1.00E-90	SUFU PRO1280 SUFUH SUFUXL	SUFU negative regulator of hedgehog signaling	Homo sapiens	NP_057253.2
dd_Smed_v6_10357_0_1	1819	6.00E-74	GLCE HSEPI	glucuronic acid epimerase	Homo sapiens	NP_056369.1
dd_Smed_v6_1035_1_1	5651	7.00E-46	CBL C-CBL CBL2 FRA11B NSLL RNF55	Cbl proto-oncogene	Homo sapiens	NP_005179.2
dd_Smed_v6_1035_1_2	5606	4.00E-50	CBLB Cbl-b RNF56	"Cbl proto-oncogene B, E3 ubiquitin protein ligase"	Homo sapiens	XP_006713860.1
dd_Smed_v6_10360_0_1	1419	1.00E-13	ZCCHC8	"zinc finger, CCHC domain containing 8"	Homo sapiens	XP_005253638.1
dd_Smed_v6_10364_0_1	900	4.00E-72	DHRS11 ARPG836 SDR24C1	dehydrogenase/reductase (SDR family) member 11	Homo sapiens	NP_077284.2
dd_Smed_v6_103690_0_1	221	2.00E-37	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	"tubulin, beta class I"	Homo sapiens	NP_001280142.1
dd_Smed_v6_10369_0_1	6670	1.00E-44	CNTRL CEP1 CEP110 FAN bA165P4.1	centriolin	Homo sapiens	XP_006717007.1
dd_Smed_v6_1036_0_1	856	3.00E-44	UBE2V1 CIR1 CROC-1 CROC1 UBE2V UEV-1 UEV1 UEV1A	ubiquitin conjugating enzyme E2 V1	Homo sapiens	NP_001027459.1
dd_Smed_v6_10372_0_1	1946	1.00E-33	MFSD4 UNQ3064	major facilitator superfamily domain containing 4	Homo sapiens	NP_857595.3
dd_Smed_v6_10373_0_2	1872	3.00E-90	FGGY	FGGY carbohydrate kinase domain containing	Homo sapiens	NP_060761.3
dd_Smed_v6_10373_0_3	1798	2.00E-93	FGGY	FGGY carbohydrate kinase domain containing	Homo sapiens	NP_060761.3
dd_Smed_v6_10373_0_4	1761	7.00E-106	FGGY	FGGY carbohydrate kinase domain containing	Homo sapiens	NP_060761.3
dd_Smed_v6_10373_0_6	1721	5.00E-120	FGGY	FGGY carbohydrate kinase domain containing	Homo sapiens	NP_060761.3
dd_Smed_v6_10373_0_8	1488	2.00E-84	FGGY	FGGY carbohydrate kinase domain containing	Homo sapiens	NP_060761.3
dd_Smed_v6_10377_0_1	3988	9.00E-107	IKBKAP DYS ELP1 FD IKAP IKI3 TOT1	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"	Homo sapiens	XP_005252342.1
dd_Smed_v6_10378_0_1	2392	8.00E-126	DDX31 PPP1R25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	Homo sapiens	XP_005272265.1
dd_Smed_v6_1037_0_1	1077	3.00E-82	RAB32	"RAB32, member RAS oncogene family"	Homo sapiens	NP_006825.1
dd_Smed_v6_10380_0_1	3931	2.00E-84	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens	NP_734465.2
dd_Smed_v6_10380_0_2	3554	3.00E-84	UNC5B UNC5H2 p53RDL1	unc-5 homolog B (C. elegans)	Homo sapiens	NP_734465.2
dd_Smed_v6_103866_0_1	320	5.00E-32	DNAH8 ATPase hdhc9	dynein axonemal heavy chain 8	Homo sapiens	NP_001193856.1
dd_Smed_v6_10386_0_1	874	4.00E-10	NOG SYM1 SYNS1	noggin	Homo sapiens	NP_005441.1
dd_Smed_v6_10388_0_1	1281	1.00E-32	FITM2 C20orf142 Fit2 dJ881L22.2	fat storage inducing transmembrane protein 2	Homo sapiens	NP_001073941.1
dd_Smed_v6_1038_0_1	940	4.00E-119	PHB HEL-215 HEL-S-54e PHB1	prohibitin	Homo sapiens	NP_002625.1
dd_Smed_v6_10390_0_1	2598	7.00E-42	POP1	"processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)"	Homo sapiens	NP_055844.2
dd_Smed_v6_10391_0_1	2077	0	ADRBK2 BARK2 GRK3	"adrenergic, beta, receptor kinase 2"	Homo sapiens	NP_005151.2
dd_Smed_v6_10392_0_1	2685	8.00E-46	HDAC8 CDLS5 HD8 HDACL1 MRXS6 RPD3 WTS	histone deacetylase 8	Homo sapiens	NP_001159891.1
dd_Smed_v6_10392_0_2	1417	2.00E-63	HDAC8 CDLS5 HD8 HDACL1 MRXS6 RPD3 WTS	histone deacetylase 8	Homo sapiens	NP_060956.1
dd_Smed_v6_10392_0_3	788	3.00E-06	HDAC8 CDLS5 HD8 HDACL1 MRXS6 RPD3 WTS	histone deacetylase 8	Homo sapiens	NP_060956.1
dd_Smed_v6_10394_0_1	1942	1.00E-33	SKI SGS SKV	SKI proto-oncogene	Homo sapiens	NP_003027.1
dd_Smed_v6_10397_0_1	1041	7.00E-72	PAQR3 RKTG	progestin and adipoQ receptor family member 3	Homo sapiens	NP_001035292.1
dd_Smed_v6_10398_0_1	3034	1.00E-107	KDM4C GASC1 JHDM3C JMJD2C TDRD14C bA146B14.1	lysine (K)-specific demethylase 4C	Homo sapiens	NP_001140168.1
dd_Smed_v6_104002_0_1	213	2.00E-16	PARK7 DJ-1 DJ1 HEL-S-67p	Parkinsonism associated deglycase	Homo sapiens	NP_009193.2
dd_Smed_v6_10404_0_1	1130	3.00E-68	RNASEH2A AGS4 JUNB RNASEHI RNHIA RNHL	ribonuclease H2 subunit A	Homo sapiens	NP_006388.2
dd_Smed_v6_10405_0_1	1220	1.00E-92	MAATS1 AAT1 AAT1alpha C3orf15 SPATA26	"MYCBP-associated, testis expressed 1"	Homo sapiens	XP_006713872.1
dd_Smed_v6_10406_0_1	3994	3.00E-37	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens	XP_006711408.1
dd_Smed_v6_10407_0_11	2312	2.00E-05	BCL3 BCL4 D19S37	B-cell CLL/lymphoma 3	Homo sapiens	NP_005169.2
dd_Smed_v6_10407_0_15	2161	2.00E-05	BCL3 BCL4 D19S37	B-cell CLL/lymphoma 3	Homo sapiens	NP_005169.2
dd_Smed_v6_10407_0_26	1243	8.00E-06	BCL3 BCL4 D19S37	B-cell CLL/lymphoma 3	Homo sapiens	NP_005169.2
dd_Smed_v6_10407_0_27	1224	7.00E-05	BCL3 BCL4 D19S37	B-cell CLL/lymphoma 3	Homo sapiens	NP_005169.2
dd_Smed_v6_10407_0_7	2392	2.00E-05	BCL3 BCL4 D19S37	B-cell CLL/lymphoma 3	Homo sapiens	NP_005169.2
dd_Smed_v6_10409_0_1	3494	1.00E-23	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10409_0_2	2837	1.00E-26	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10409_0_3	2668	2.00E-23	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10409_0_4	2656	2.00E-23	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10409_0_5	2011	9.00E-27	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10409_0_6	1999	8.00E-27	CACNA2D3 HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	Homo sapiens	NP_060868.2
dd_Smed_v6_10414_0_1	1502	5.00E-126	DROSHA ETOHI2 HSA242976 RANSE3L RN3 RNASE3L RNASEN	drosha ribonuclease III	Homo sapiens	XP_005248351.1
dd_Smed_v6_10415_0_1	2052	9.00E-20	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens	NP_001122092.1
dd_Smed_v6_10415_0_2	2008	9.00E-20	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens	NP_001122092.1
dd_Smed_v6_10415_0_3	1996	9.00E-20	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens	NP_001122092.1
dd_Smed_v6_10415_0_4	1952	9.00E-20	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens	NP_001122092.1
dd_Smed_v6_10417_0_1	2124	2.00E-76	PHF8 JHDM1F MRXSSD ZNF422	PHD finger protein 8	Homo sapiens	NP_001171827.1
dd_Smed_v6_10424_0_1	1744	5.00E-28	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens	NP_004611.1
dd_Smed_v6_10424_0_2	1698	2.00E-13	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens	NP_004611.1
dd_Smed_v6_10426_0_1	3505	6.00E-47	ARHGAP44 NPC-A-10 RICH2	Rho GTPase activating protein 44	Homo sapiens	XP_006721678.1
dd_Smed_v6_10427_0_1	2580	6.00E-30	NR6A1 CT150 GCNF GCNF1 NR61 RTR hGCNF hRTR	"nuclear receptor subfamily 6, group A, member 1"	Homo sapiens	XP_005251975.1
dd_Smed_v6_10434_0_1	2685	0	DHX16 DBP2 DDX16 PRO2014 PRP8 PRPF2 Prp2	DEAH-box helicase 16	Homo sapiens	NP_003578.2
dd_Smed_v6_10435_0_1	2415	5.00E-88	GTPBP2	GTP binding protein 2	Homo sapiens	NP_061969.3
dd_Smed_v6_10436_0_1	1140	3.00E-84	SLC25A10 DIC	solute carrier family 25 member 10	Homo sapiens	NP_036272.2
dd_Smed_v6_10436_0_2	1096	2.00E-60	SLC25A10 DIC	solute carrier family 25 member 10	Homo sapiens	XP_005257131.1
dd_Smed_v6_10437_0_1	1668	1.00E-29	SCTR SR	secretin receptor	Homo sapiens	NP_002971.2
dd_Smed_v6_10441_0_1	1044	5.00E-56	TMEM19	transmembrane protein 19	Homo sapiens	NP_060749.2
dd_Smed_v6_10444_0_1	2884	4.00E-167	CEP120 CCDC100	centrosomal protein 120kDa	Homo sapiens	XP_005271958.1
dd_Smed_v6_10447_0_1	1561	6.00E-98	C4orf29	chromosome 4 open reading frame 29	Homo sapiens	XP_005263295.1
dd_Smed_v6_10448_0_1	3634	3.00E-32	ANAPC1 APC1 MCPR TSG24	anaphase promoting complex subunit 1	Homo sapiens	NP_073153.1
dd_Smed_v6_10450_0_1	748	3.00E-16	TEX261 TEG-261	testis expressed 261	Homo sapiens	NP_653183.2
dd_Smed_v6_10454_0_1	2772	2.00E-36	MGEA5 MEA5 NCOAT OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens	NP_001135906.1
dd_Smed_v6_104582_0_1	278	1.00E-21	TUBA8 TUBAL2	tubulin alpha 8	Homo sapiens	NP_001180343.1
dd_Smed_v6_10458_0_1	2468	4.00E-180	SLC6A5 GLYT-2 GLYT2 HKPX3 NET1	"solute carrier family 6 (neurotransmitter transporter), member 5"	Homo sapiens	NP_004202.2
dd_Smed_v6_10458_0_2	2130	9.00E-177	SLC6A5 GLYT-2 GLYT2 HKPX3 NET1	"solute carrier family 6 (neurotransmitter transporter), member 5"	Homo sapiens	NP_004202.2
dd_Smed_v6_10459_1_1	3873	0	CHD1	chromodomain helicase DNA binding protein 1	Homo sapiens	NP_001261.2
dd_Smed_v6_104604_0_1	236	5.00E-31	PNISR C6orf111 HSPC306 SFRS18 SRrp130 bA98I9.2	PNN-interacting serine/arginine-rich protein	Homo sapiens	XP_006715513.1
dd_Smed_v6_10460_0_1	7637	0	LOXHD1 DFNB77 LH2D1	lipoxygenase homology domains 1	Homo sapiens	XP_006722448.1
dd_Smed_v6_10460_0_2	7622	0	LOXHD1 DFNB77 LH2D1	lipoxygenase homology domains 1	Homo sapiens	XP_006722448.1
dd_Smed_v6_10462_0_1	1754	3.00E-107	TUB rd5	tubby bipartite transcription factor	Homo sapiens	NP_813977.1
dd_Smed_v6_10464_0_1	1596	1.00E-76	ANKRD13C dJ677H15.3	ankyrin repeat domain 13C	Homo sapiens	NP_110443.3
dd_Smed_v6_10466_0_1	1020	7.00E-17	TMEM136	transmembrane protein 136	Homo sapiens	NP_001185600.1
dd_Smed_v6_10466_0_2	975	5.00E-19	TMEM136	transmembrane protein 136	Homo sapiens	NP_001185600.1
dd_Smed_v6_10467_0_1	3538	6.00E-53	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens	NP_001161833.1
dd_Smed_v6_10474_0_11	3454	8.00E-15	WDR59	WD repeat domain 59	Homo sapiens	XP_005256203.1
dd_Smed_v6_10474_0_13	3435	1.00E-29	WDR59	WD repeat domain 59	Homo sapiens	NP_085058.3
dd_Smed_v6_10474_0_16	3386	1.00E-32	WDR59	WD repeat domain 59	Homo sapiens	NP_085058.3
dd_Smed_v6_10474_0_20	1291	1.00E-15	WDR59	WD repeat domain 59	Homo sapiens	NP_085058.3
