Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_4267_0_4	3718	PLDB	6.00E-146	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_4267_0_5	3710	PLDB	2.00E-144	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	glutamate ionotropic receptor kainate type subunit 3	Homo sapiens
dd_Smed_v6_4267_0_6	3710	PLDB	8.00E-150	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	glutamate ionotropic receptor kainate type subunit 3	Homo sapiens
dd_Smed_v6_4267_0_7	3699	PLDB	1.00E-153	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_4267_0_8	3699	PLDB	4.00E-146	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_4267_0_9	3226	PLDB	1.00E-144	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	glutamate ionotropic receptor kainate type subunit 3	Homo sapiens
dd_Smed_v6_4284_0_1	2845	PLDB	5.00E-54	RASEF RAB45	RAS and EF-hand domain containing	Homo sapiens
dd_Smed_v6_4309_0_1	2373	PLDB	2.00E-63	MPP2 DLG2	membrane palmitoylated protein 2	Homo sapiens
dd_Smed_v6_43159_0_1	842	PLDB	9.00E-53	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	anoctamin 1	Homo sapiens
dd_Smed_v6_4320_0_1	1445	PLDB	9.00E-163	CAMK2D CAMKD	calcium/calmodulin dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_4320_0_2	1424	PLDB	3.00E-164	CAMK2D CAMKD	calcium/calmodulin-dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_4335_0_1	2085	PLDB	7.00E-47	SYTL4 SLP4	synaptotagmin like 4	Homo sapiens
dd_Smed_v6_433_0_1	647	PLDB	3.00E-28	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_4348_0_1	2392	PLDB	8.00E-86	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Homo sapiens
dd_Smed_v6_4349_0_1	4601	PLDB	0	CPS1 CPSASE1 PHN	carbamoyl-phosphate synthase 1	Homo sapiens
dd_Smed_v6_44037_0_1	687	PLDB	5.00E-86	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_445_0_1	1224	PLDB	2.00E-56	MYL9 LC20 MLC-2C MLC2 MRLC1 MYRL2	myosin light chain 9	Homo sapiens
dd_Smed_v6_4464_0_1	2420	PLDB	0	PRKCA AAG6 PKC-alpha PKCA PRKACA	protein kinase C alpha	Homo sapiens
dd_Smed_v6_4493_0_1	2939	PLDB	3.00E-57	GNAL DYT25	G protein subunit alpha L	Homo sapiens
dd_Smed_v6_4494_0_1	4304	PLDB	7.00E-53	TNS1 MST091 MST122 MST127 MSTP122 MSTP127 MXRA6 PPP1R155 TNS	tensin 1	Homo sapiens
dd_Smed_v6_4507_0_1	3177	PLDB	1.00E-61	ABR MDB	active BCR-related	Homo sapiens
dd_Smed_v6_4507_0_2	3123	PLDB	2.00E-61	ABR MDB	active BCR-related	Homo sapiens
dd_Smed_v6_453_0_1	1466	PLDB	0	ACTR3 ARP3	ARP3 actin-related protein 3 homolog (yeast)	Homo sapiens
dd_Smed_v6_4569_0_1	14288	PLDB	0	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_4575_0_1	11288	PLDB	0	CUBN IFCR MGA1 gp280	cubilin	Homo sapiens
dd_Smed_v6_4597_0_1	1300	PLDB	2.00E-36	HOMER2 ACPD CPD HOMER-2 VESL-2	homer homolog 2 (Drosophila)	Homo sapiens
dd_Smed_v6_4608_0_1	3160	PLDB	2.00E-110	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	"anoctamin 1, calcium activated chloride channel"	Homo sapiens
dd_Smed_v6_4648_0_1	6408	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_10	6382	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_11	6379	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_12	6378	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_13	6376	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_14	6375	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_15	6367	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_16	6364	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_2	6405	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_3	6397	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_4	6396	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_5	6394	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_6	6393	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4648_0_7	6390	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_8	6387	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_4648_0_9	6385	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_4669_0_1	2065	PLDB	1.00E-22	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_4670_0_1	967	PLDB	6.00E-96	GNB4 CMTD1F	G protein subunit beta 4	Homo sapiens
dd_Smed_v6_4684_0_1	2822	PLDB	7.00E-34	CHERP DAN16 SCAF6 SRA1	calcium homeostasis endoplasmic reticulum protein	Homo sapiens
dd_Smed_v6_4684_0_2	2573	PLDB	6.00E-34	CHERP DAN16 SCAF6 SRA1	calcium homeostasis endoplasmic reticulum protein	Homo sapiens
dd_Smed_v6_4689_0_1	2406	PLDB	3.00E-85	MPP5 PALS1	membrane palmitoylated protein 5	Homo sapiens
dd_Smed_v6_47050_0_1	360	PLDB	4.00E-40	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_4737_0_1	2714	PLDB	4.00E-09	CLEC18B MRCL2	"C-type lectin domain family 18, member B"	Homo sapiens
dd_Smed_v6_4737_0_2	2672	PLDB	4.00E-09	CLEC18B MRCL2	"C-type lectin domain family 18, member B"	Homo sapiens
dd_Smed_v6_4737_0_3	2621	PLDB	4.00E-09	CLEC18B MRCL2	"C-type lectin domain family 18, member B"	Homo sapiens
dd_Smed_v6_4737_0_4	2579	PLDB	4.00E-09	CLEC18B MRCL2	"C-type lectin domain family 18, member B"	Homo sapiens
dd_Smed_v6_4800_0_1	4732	PLDB	0	PRKCE PKCE nPKC-epsilon	protein kinase C epsilon	Homo sapiens
dd_Smed_v6_4800_0_2	4687	PLDB	0	PRKCE PKCE nPKC-epsilon	protein kinase C epsilon	Homo sapiens
dd_Smed_v6_4807_0_1	2955	PLDB	1.00E-84	CC2D1A FREUD-1 Freud-1/Aki1 MRT3	coiled-coil and C2 domain containing 1A	Homo sapiens
dd_Smed_v6_4807_0_2	2928	PLDB	3.00E-83	CC2D1A FREUD-1 Freud-1/Aki1 MRT3	coiled-coil and C2 domain containing 1A	Homo sapiens
dd_Smed_v6_4812_2_1	2263	PLDB	5.00E-24	LPCAT1 AYTL2 PFAAP3 lpcat	lysophosphatidylcholine acyltransferase 1	Homo sapiens
dd_Smed_v6_4812_2_2	2027	PLDB	2.00E-91	LPCAT1 AYTL2 PFAAP3 lpcat	lysophosphatidylcholine acyltransferase 1	Homo sapiens
dd_Smed_v6_4827_0_1	1298	PLDB	7.00E-06	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_4829_0_1	2151	PLDB	0	EHD1 H-PAST HPAST1 PAST PAST1	EH domain containing 1	Homo sapiens
dd_Smed_v6_48366_0_1	1164	PLDB	9.00E-119	KCNB1 DRK1 KV2.1 h-DRK1	"potassium voltage-gated channel, Shab-related subfamily, member 1"	Homo sapiens
dd_Smed_v6_48476_0_1	761	PLDB	1.00E-11	ENTPD6 CD39L2 IL-6SAG IL6ST2 NTPDase-6 dJ738P15.3	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	Homo sapiens
dd_Smed_v6_4850_0_1	2981	PLDB	4.00E-67	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_4863_0_1	2747	PLDB	7.00E-98	PAM PAL PHM	peptidylglycine alpha-amidating monooxygenase	Homo sapiens
dd_Smed_v6_48706_0_1	1580	PLDB	2.00E-45	ADRA2A ADRA2 ADRA2R ADRAR ALPHA2AAR ZNF32	adrenoceptor alpha 2A	Homo sapiens
dd_Smed_v6_48882_0_1	1890	PLDB	0	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_48916_0_1	375	PLDB	3.00E-58	FGB HEL-S-78p	fibrinogen beta chain	Homo sapiens
dd_Smed_v6_4899_0_1	1117	PLDB	1.00E-74	PLSCR1 MMTRA1B	phospholipid scramblase 1	Homo sapiens
dd_Smed_v6_4924_0_1	973	PLDB	9.00E-97	PPP3R1 CALNB1 CNB CNB1	"protein phosphatase 3 regulatory subunit B, alpha"	Homo sapiens
dd_Smed_v6_4925_0_1	1897	PLDB	2.00E-97	TPTE2 TPIP	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	Homo sapiens
dd_Smed_v6_4925_0_2	1825	PLDB	4.00E-103	TPTE2 TPIP	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	Homo sapiens
dd_Smed_v6_4928_0_1	2461	PLDB	0	GPD2 GDH2 GPDM mGPDH	glycerol-3-phosphate dehydrogenase 2	Homo sapiens
dd_Smed_v6_493_0_1	1231	PLDB	6.00E-21	RCN2 E6BP ERC-55 ERC55 TCBP49	reticulocalbin 2	Homo sapiens
dd_Smed_v6_4975_0_1	4777	PLDB	0	AGL GDE	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	Homo sapiens
dd_Smed_v6_50003_0_1	409	PLDB	2.00E-16	ADRA1A ADRA1C ADRA1L1 ALPHA1AAR	adrenoceptor alpha 1A	Homo sapiens
dd_Smed_v6_5028_0_1	2736	PLDB	2.00E-125	PIK3C3 VPS34 hVps34	"phosphatidylinositol 3-kinase, catalytic subunit type 3"	Homo sapiens
dd_Smed_v6_5030_0_1	1196	PLDB	2.00E-57	CALB2 CAB29 CAL2 CR	calbindin 2	Homo sapiens
dd_Smed_v6_5042_0_1	4508	PLDB	2.00E-151	ATP10A ATP10C ATPVA ATPVC	ATPase phospholipid transporting 10A (putative)	Homo sapiens
dd_Smed_v6_5082_0_1	1493	PLDB	2.00E-154	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_5082_0_2	1455	PLDB	6.00E-151	GNAI3 87U6 ARCND1	G protein subunit alpha i3	Homo sapiens
dd_Smed_v6_5082_0_3	1116	PLDB	0	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_5082_0_4	1078	PLDB	6.00E-141	GNAQ CMC1 G-ALPHA-q GAQ SWS	G protein subunit alpha q	Homo sapiens
dd_Smed_v6_5111_0_1	2920	PLDB	3.00E-36	EIF2AK3 PEK PERK WRS	eukaryotic translation initiation factor 2 alpha kinase 3	Homo sapiens
dd_Smed_v6_51187_0_1	397	PLDB	5.00E-11	ACTR1B ARP1B CTRN2 PC3	"ARP1 actin-related protein 1 homolog B, centractin beta"	Homo sapiens
dd_Smed_v6_511_0_1	1490	PLDB	0	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens
dd_Smed_v6_5121_0_1	3820	PLDB	0	ATP11A ATPIH ATPIS	"ATPase, class VI, type 11A"	Homo sapiens
dd_Smed_v6_5156_0_1	1890	PLDB	1.00E-39	HIST1H2AA H2AA H2AFR bA317E16.2	"histone cluster 1, H2aa"	Homo sapiens
dd_Smed_v6_5156_0_2	1461	PLDB	4.00E-40	HIST1H2AA H2AA H2AFR bA317E16.2	"histone cluster 1, H2aa"	Homo sapiens
dd_Smed_v6_51663_0_1	794	PLDB	9.00E-29	GABBR2 GABABR2 GPR51 GPRC3B HG20 HRIHFB2099	gamma-aminobutyric acid type B receptor subunit 2	Homo sapiens
dd_Smed_v6_52295_0_1	898	PLDB	2.00E-33	DRD3 D3DR ETM1 FET1	dopamine receptor D3	Homo sapiens
dd_Smed_v6_5245_0_1	451	PLDB	1.00E-14	GLIPR1L1 ALKN2972 PRO7434	GLI pathogenesis related 1 like 1	Homo sapiens
dd_Smed_v6_5266_0_1	1267	PLDB	4.00E-54	HPCAL1 BDR1 HLP2 VILIP-3	hippocalcin like 1	Homo sapiens
dd_Smed_v6_5287_0_1	2069	PLDB	3.00E-93	MPP2 DLG2	membrane palmitoylated protein 2	Homo sapiens
dd_Smed_v6_5317_0_1	1898	PLDB	2.00E-43	MEF2A ADCAD1 RSRFC4 RSRFC9 mef2	myocyte enhancer factor 2A	Homo sapiens
dd_Smed_v6_5325_0_1	13132	PLDB	1.00E-71	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens
dd_Smed_v6_5325_0_2	13108	PLDB	1.00E-71	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens
dd_Smed_v6_5325_0_3	13018	PLDB	2.00E-80	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens
dd_Smed_v6_5325_0_4	12994	PLDB	2.00E-80	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens
dd_Smed_v6_5325_0_6	5783	PLDB	3.00E-81	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens
dd_Smed_v6_5329_0_1	1271	PLDB	2.00E-06	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_5350_0_1	8257	PLDB	0	DNAH7	dynein axonemal heavy chain 7	Homo sapiens
dd_Smed_v6_5370_0_1	1136	PLDB	7.00E-23	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_5378_0_1	1551	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_5396_0_1	3289	PLDB	9.00E-22	MCC MCC1	mutated in colorectal cancers	Homo sapiens
dd_Smed_v6_5466_0_1	2655	PLDB	8.00E-118	SEC63 DNAJC23 ERdj2 PRO2507 SEC63L	"SEC63 homolog, protein translocation regulator"	Homo sapiens
dd_Smed_v6_54875_0_1	754	PLDB	8.00E-07	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_5488_0_1	1002	PLDB	4.00E-52	EFCAB1	EF-hand calcium binding domain 1	Homo sapiens
dd_Smed_v6_5505_0_1	5634	PLDB	2.00E-178	ITSN1 ITSN SH3D1A SH3P17	intersectin 1	Homo sapiens
dd_Smed_v6_5505_0_2	5328	PLDB	6.00E-178	ITSN1 ITSN SH3D1A SH3P17	intersectin 1	Homo sapiens
dd_Smed_v6_5505_0_3	4033	PLDB	3.00E-46	ITSN2 PRO2015 SH3D1B SH3P18 SWA SWAP	intersectin 2	Homo sapiens
dd_Smed_v6_5505_0_4	3727	PLDB	2.00E-46	ITSN2 PRO2015 SH3D1B SH3P18 SWA SWAP	intersectin 2	Homo sapiens
dd_Smed_v6_5509_0_1	3532	PLDB	0	KCNMA1 BKTM KCa1.1 MaxiK SAKCA SLO SLO-ALPHA SLO1 bA205K10.1 mSLO1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	Homo sapiens
dd_Smed_v6_55582_0_1	551	PLDB	7.00E-36	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_55649_0_1	404	PLDB	2.00E-31	GALNT3 GalNAc-T3 HFTC HHS	polypeptide N-acetylgalactosaminyltransferase 3	Homo sapiens
dd_Smed_v6_5582_0_1	16200	PLDB	0	RYR2 ARVC2 ARVD2 RYR-2 RyR VTSIP	ryanodine receptor 2	Homo sapiens
dd_Smed_v6_5582_0_2	16146	PLDB	0	RYR2 ARVC2 ARVD2 RYR-2 RyR VTSIP	ryanodine receptor 2 (cardiac)	Homo sapiens
dd_Smed_v6_5589_0_1	797	PLDB	4.00E-97	PPP3R1 CALNB1 CNB CNB1	"protein phosphatase 3 regulatory subunit B, alpha"	Homo sapiens
dd_Smed_v6_559_0_1	886	PLDB	7.00E-38	MYL1 MLC1F MLC3F	"myosin, light chain 1, alkali. skeletal, fast"	Homo sapiens
dd_Smed_v6_5630_0_1	4134	PLDB	0	MEGF6 EGFL3	multiple EGF like domains 6	Homo sapiens
dd_Smed_v6_56335_0_1	953	PLDB	1.00E-81	CALR CRT HEL-S-99n RO SSA cC1qR	calreticulin	Homo sapiens
dd_Smed_v6_5635_0_1	2474	PLDB	1.00E-164	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_5641_0_1	2610	PLDB	0	SLC25A12 AGC1 ARALAR	solute carrier family 25 member 12	Homo sapiens
dd_Smed_v6_5641_0_2	2585	PLDB	0	SLC25A12 AGC1 ARALAR	solute carrier family 25 member 12	Homo sapiens
dd_Smed_v6_5643_0_1	2399	PLDB	5.00E-55	AGPAT3 LPAAT-GAMMA1 LPAAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Homo sapiens
dd_Smed_v6_5652_0_1	3732	PLDB	0	TLL2	tolloid like 2	Homo sapiens
dd_Smed_v6_56546_0_1	822	PLDB	8.00E-79	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	"ATPase, Ca   transporting, plasma membrane 3"	Homo sapiens
dd_Smed_v6_5669_1_1	1323	PLDB	1.00E-50	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_56932_0_1	1270	PLDB	3.00E-05	EMR2 CD312	"egf-like module containing, mucin-like, hormone receptor-like 2"	Homo sapiens
dd_Smed_v6_56954_0_1	984	PLDB	1.00E-09	EFCAB1	EF-hand calcium binding domain 1	Homo sapiens
dd_Smed_v6_56954_0_2	932	PLDB	1.00E-09	EFCAB1	EF-hand calcium binding domain 1	Homo sapiens
dd_Smed_v6_5704_0_1	2412	PLDB	0	PRKG2 PRKGR2 cGK2 cGKII	"protein kinase, cGMP-dependent, type II"	Homo sapiens
dd_Smed_v6_5730_0_1	1886	PLDB	3.00E-112	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_5736_0_1	1708	PLDB	2.00E-45	SPHK1 SPHK	sphingosine kinase 1	Homo sapiens
dd_Smed_v6_5744_0_1	473	PLDB	2.00E-17	GLIPR1 CRISP7 GLIPR RTVP1	GLI pathogenesis related 1	Homo sapiens
dd_Smed_v6_576_0_1	1919	PLDB	2.00E-155	HEXB ENC-1AS HEL-248	hexosaminidase B (beta polypeptide)	Homo sapiens
dd_Smed_v6_57748_0_1	500	PLDB	7.00E-29	BEST1 ARB BEST BMD RP50 TU15B VMD2	bestrophin 1	Homo sapiens
dd_Smed_v6_58098_0_1	1025	PLDB	2.00E-30	KCNC1 KV3.1 KV4 NGK2	"potassium voltage-gated channel, Shaw-related subfamily, member 1"	Homo sapiens
dd_Smed_v6_5889_0_1	1011	PLDB	5.00E-18	MNAT1 CAP35 MAT1 RNF66 TFB3	"MNAT1, CDK activating kinase assembly factor"	Homo sapiens
dd_Smed_v6_589_0_1	1062	PLDB	7.00E-86	SAR1A SAR1 SARA1 Sara masra2	secretion associated Ras related GTPase 1A	Homo sapiens
dd_Smed_v6_5902_0_1	1657	PLDB	1.00E-95	CYP3A4 CP33 CP34 CYP3A CYP3A3 CYPIIIA3 CYPIIIA4 HLP NF-25 P450C3 P450PCN1	cytochrome P450 family 3 subfamily A member 4	Homo sapiens
dd_Smed_v6_5905_0_1	1275	PLDB	4.00E-39	RCN1 HEL-S-84 PIG20 RCAL RCN	reticulocalbin 1	Homo sapiens
dd_Smed_v6_5915_0_1	6610	PLDB	0	OTOF AUNB1 DFNB6 DFNB9 FER1L2 NSRD9	otoferlin	Homo sapiens
dd_Smed_v6_5930_0_1	3423	PLDB	4.00E-62	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_5950_0_1	3168	PLDB	4.00E-56	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_5950_0_2	3131	PLDB	4.00E-56	GRIN3A GluN3A NMDAR-L NR3A	glutamate ionotropic receptor NMDA type subunit 3A	Homo sapiens
dd_Smed_v6_5978_0_1	3082	PLDB	4.00E-78	NFAT5 NF-AT5 NFATL1 NFATZ OREBP TONEBP	"nuclear factor of activated T-cells 5, tonicity-responsive"	Homo sapiens
dd_Smed_v6_5978_0_2	3067	PLDB	4.00E-78	NFAT5 NF-AT5 NFATL1 NFATZ OREBP TONEBP	"nuclear factor of activated T-cells 5, tonicity-responsive"	Homo sapiens
dd_Smed_v6_59890_0_1	537	PLDB	2.00E-28	GABBR2 GABABR2 GPR51 GPRC3B HG20 HRIHFB2099	gamma-aminobutyric acid type B receptor subunit 2	Homo sapiens
dd_Smed_v6_6006_0_1	2244	PLDB	3.00E-70	CACNB1 CAB1 CACNLB1 CCHLB1	"calcium channel, voltage-dependent, beta 1 subunit"	Homo sapiens
dd_Smed_v6_6010_0_1	1292	PLDB	9.00E-31	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_60151_0_1	650	PLDB	4.00E-38	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_6035_0_1	2538	PLDB	0	EFHC2 MRX74 dJ1158H2.1	EF-hand domain containing 2	Homo sapiens
dd_Smed_v6_603_0_1	794	PLDB	2.00E-31	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_605_0_1	2573	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_60992_0_1	665	PLDB	5.00E-14	GABBR2 GABABR2 GPR51 GPRC3B HG20 HRIHFB2099	gamma-aminobutyric acid type B receptor subunit 2	Homo sapiens
dd_Smed_v6_6102_0_1	3475	PLDB	0	PLCL2 PLCE2	phospholipase C like 2	Homo sapiens
dd_Smed_v6_6116_0_1	1742	PLDB	1.00E-99	KCNK3 K2p3.1 OAT1 PPH4 TASK TASK-1 TBAK1	potassium two pore domain channel subfamily K member 3	Homo sapiens
dd_Smed_v6_61605_0_1	455	PLDB	9.00E-36	GC DBP DBP/GC GRD3 HEL-S-51 VDBG VDBP	group-specific component (vitamin D binding protein)	Homo sapiens
dd_Smed_v6_6167_0_1	2179	PLDB	0	GNAS AHO C20orf45 GNAS1 GPSA GSA GSP NESP PHP1A PHP1B PHP1C POH	GNAS complex locus	Homo sapiens
dd_Smed_v6_6195_0_1	771	PLDB	2.00E-13	MCUR1 C6orf79 CCDC90A	mitochondrial calcium uniporter regulator 1	Homo sapiens
dd_Smed_v6_6201_0_1	3940	PLDB	2.00E-99	TRPA1 ANKTM1 FEPS	transient receptor potential cation channel subfamily A member 1	Homo sapiens
dd_Smed_v6_6225_0_1	669	PLDB	4.00E-46	CALM2 CAMII PHKD PHKD2	"calmodulin 2 (phosphorylase kinase, delta)"	Homo sapiens
dd_Smed_v6_6228_0_1	1454	PLDB	3.00E-107	ALG2 CDGIi NET38 hALPG2	"ALG2, alpha-1,3/1,6-mannosyltransferase"	Homo sapiens
dd_Smed_v6_623_0_1	1407	PLDB	0	ACTR2 ARP2	ARP2 actin-related protein 2 homolog (yeast)	Homo sapiens
dd_Smed_v6_6249_0_1	3565	PLDB	3.00E-159	DGKB DAGK2 DGK DGK-BETA	diacylglycerol kinase beta	Homo sapiens
dd_Smed_v6_6251_0_1	3576	PLDB	6.00E-66	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_6259_0_1	3427	PLDB	3.00E-51	JPH3 CAGL237 HDL2 JP-3 JP3 TNRC22	junctophilin 3	Homo sapiens
dd_Smed_v6_6272_0_1	2182	PLDB	3.00E-174	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_6309_0_1	3307	PLDB	5.00E-79	GNPTAB GNPTA ICD	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	Homo sapiens
dd_Smed_v6_632_0_1	2259	PLDB	4.00E-159	CANX CNX IP90 P90	calnexin	Homo sapiens
dd_Smed_v6_6353_0_1	2409	PLDB	6.00E-164	FZD1	frizzled class receptor 1	Homo sapiens
dd_Smed_v6_63824_0_1	679	PLDB	7.00E-14	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_6402_0_1	2578	PLDB	0	CAPN7 CALPAIN7 PALBH	calpain 7	Homo sapiens
dd_Smed_v6_6440_0_1	1721	PLDB	5.00E-168	D2HGDH D2HGD	D-2-hydroxyglutarate dehydrogenase	Homo sapiens
dd_Smed_v6_64531_0_1	633	PLDB	2.00E-11	KCNC2 KV3.2	"potassium voltage-gated channel, Shaw-related subfamily, member 2"	Homo sapiens
dd_Smed_v6_64900_0_1	374	PLDB	2.00E-50	AMBP A1M EDC1 HCP HI30 IATIL ITI ITIL ITILC UTI	alpha-1-microglobulin/bikunin precursor	Homo sapiens
dd_Smed_v6_6514_0_7	3313	PLDB	2.00E-86	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	anoctamin 1	Homo sapiens
dd_Smed_v6_6514_0_8	2967	PLDB	7.00E-99	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	"anoctamin 1, calcium activated chloride channel"	Homo sapiens
dd_Smed_v6_6514_0_9	2880	PLDB	5.00E-107	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	"anoctamin 1, calcium activated chloride channel"	Homo sapiens
dd_Smed_v6_65166_0_1	397	PLDB	5.00E-72	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
