transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_description	blast_symbol	target_species
dd_Smed_v6_31520_0_1	1328	PLDB	4.00E-89	e-value	NP_001229817.1	dopa decarboxylase (aromatic L-amino acid decarboxylase)	DDC AADC	Homo sapiens
dd_Smed_v6_3168_0_1	1480	PLDB	6.00E-153	e-value	NP_009106.1	ER lipid raft associated 2	ERLIN2 C8orf2 Erlin-2 NET32 SPFH2 SPG18	Homo sapiens
dd_Smed_v6_3173_0_1	1571	PLDB	4.00E-142	e-value	NP_003001.1	mitogen-activated protein kinase kinase 4	MAP2K4 JNKK JNKK1 MAPKK4 MEK4 MKK4 PRKMK4 SAPKK-1 SAPKK1 SEK1 SERK1 SKK1	Homo sapiens
dd_Smed_v6_31784_0_1	979	PLDB	1.00E-32	e-value	NP_203129.1	LIM homeobox 4	LHX4 CPHD4	Homo sapiens
dd_Smed_v6_31862_0_1	784	PLDB	5.00E-39	e-value	NP_003208.2	transmembrane BAX inhibitor motif containing 6	TMBIM6 BAXI1 BI-1 TEGT	Homo sapiens
dd_Smed_v6_31977_0_1	1276	PLDB	6.00E-112	e-value	NP_055982.2	arginine demethylase and lysine hydroxylase	JMJD6 PSR PTDSR PTDSR1	Homo sapiens
dd_Smed_v6_3201_0_1	1571	PLDB	5.00E-43	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3204_0_1	990	PLDB	3.00E-33	e-value	NP_064709.2	cytokine induced apoptosis inhibitor 1	CIAPIN1 2810413N20Rik Anamorsin DRE2 PRO0915	Homo sapiens
dd_Smed_v6_3235_0_1	3133	PLDB	1.00E-133	e-value	NP_002567.3	p21 (RAC1) activated kinase 1	PAK1 PAKalpha	Homo sapiens
dd_Smed_v6_32381_0_1	408	PLDB	3.00E-30	e-value	NP_066268.1	G protein subunit alpha o1	GNAO1 EIEE17 G-ALPHA-o GNAO	Homo sapiens
dd_Smed_v6_32445_0_1	847	PLDB	8.00E-47	e-value	NP_002803.2	"proteasome 26S subunit, non-ATPase 8"	PSMD8 HEL-S-91n HIP6 HYPF Nin1p Rpn12 S14 p31	Homo sapiens
dd_Smed_v6_3245_0_1	891	PLDB	5.00E-67	e-value	NP_002803.2	"proteasome 26S subunit, non-ATPase 8"	PSMD8 HEL-S-91n HIP6 HYPF Nin1p Rpn12 S14 p31	Homo sapiens
dd_Smed_v6_325_0_1	866	PLDB	1.00E-65	e-value	NP_003324.1	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52 CEP52 HUBCEP52 L40 RPL40	Homo sapiens
dd_Smed_v6_3269_0_1	997	PLDB	6.00E-29	e-value	NP_002804.2	"proteasome 26S subunit, non-ATPase 9"	PSMD9 Rpn4 p27	Homo sapiens
dd_Smed_v6_326_0_1	668	PLDB	6.00E-66	e-value	NP_003002.2	SET nuclear proto-oncogene	SET 2PP2A I2PP2A IGAAD IPP2A2 PHAPII TAF-I TAF-IBETA	Homo sapiens
dd_Smed_v6_32853_0_1	699	PLDB	5.00E-95	e-value	NP_001743.1	catalase	CAT	Homo sapiens
dd_Smed_v6_329_0_1	1396	PLDB	4.00E-120	e-value	NP_001900.1	cathepsin D	CTSD CLN10 CPSD HEL-S-130P	Homo sapiens
dd_Smed_v6_33116_0_1	1444	PLDB	2.00E-68	e-value	NP_536351.1	GNAS complex locus	GNAS AHO C20orf45 GNAS1 GPSA GSA GSP NESP PHP1A PHP1B PHP1C POH	Homo sapiens
dd_Smed_v6_33252_0_1	713	PLDB	3.00E-15	e-value	NP_795344.1	cholecystokinin B receptor	CCKBR CCK-B CCK2R GASR	Homo sapiens
dd_Smed_v6_3328_0_1	2076	PLDB	9.00E-66	e-value	NP_031401.1	TAR DNA binding protein	TARDBP ALS10 TDP-43	Homo sapiens
dd_Smed_v6_3336_0_1	1214	PLDB	4.00E-62	e-value	NP_004623.1	death associated protein 3	DAP3 DAP-3 MRP-S29 MRPS29 bMRP-10	Homo sapiens
dd_Smed_v6_33384_0_1	1995	PLDB	3.00E-111	e-value	NP_001034485.1	macrophage expressed 1	MPEG1 MPG1 MPS1 Mpg-1	Homo sapiens
dd_Smed_v6_3338_0_1	1375	PLDB	7.00E-58	e-value	NP_001601.1	"acid phosphatase 2, lysosomal"	ACP2	Homo sapiens
dd_Smed_v6_3340_0_1	3587	PLDB	0	e-value	NP_689509.1	"ATPase, Na /K  transporting, alpha 3 polypeptide"	ATP1A3 AHC2 DYT12 RDP	Homo sapiens
dd_Smed_v6_3349_0_1	2372	PLDB	1.00E-50	e-value	NP_005237.2	fer (fps/fes related) tyrosine kinase	FER FerT PPP1R74 Pe1Fe10 Pe1Fe13 Pe1Fe3 Pe1Fe6 TYK3	Homo sapiens
dd_Smed_v6_3361_0_1	2066	PLDB	1.00E-12	e-value	NP_001122092.1	p21 (RAC1) activated kinase 1	PAK1 PAKalpha	Homo sapiens
dd_Smed_v6_3362_0_1	834	PLDB	2.00E-84	e-value	NP_008839.2	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	RAC1 Rac-1 TC-25 p21-Rac1	Homo sapiens
dd_Smed_v6_3363_0_1	1887	PLDB	4.00E-136	e-value	NP_002028.1	"FYN proto-oncogene, Src family tyrosine kinase"	FYN SLK SYN p59-FYN	Homo sapiens
dd_Smed_v6_3369_0_1	3722	PLDB	0	e-value	NP_055661.3	KIAA0196	KIAA0196 RTSC SPG8	Homo sapiens
dd_Smed_v6_3370_0_1	1028	PLDB	9.00E-80	e-value	NP_004628.4	"RAB7A, member RAS oncogene family"	RAB7A PRO2706 RAB7	Homo sapiens
dd_Smed_v6_3375_0_1	4203	PLDB	7.00E-14	e-value	NP_001151.1	apoptotic peptidase activating factor 1	APAF1 APAF-1 CED4	Homo sapiens
dd_Smed_v6_3375_0_2	4188	PLDB	6.00E-14	e-value	NP_001151.1	apoptotic peptidase activating factor 1	APAF1 APAF-1 CED4	Homo sapiens
dd_Smed_v6_3375_0_3	4173	PLDB	5.00E-14	e-value	NP_001151.1	apoptotic peptidase activating factor 1	APAF1 APAF-1 CED4	Homo sapiens
dd_Smed_v6_3375_0_4	4158	PLDB	5.00E-14	e-value	NP_037361.1	apoptotic peptidase activating factor 1	APAF1 APAF-1 CED4	Homo sapiens
dd_Smed_v6_3375_0_5	4143	PLDB	5.00E-14	e-value	NP_037361.1	apoptotic peptidase activating factor 1	APAF1 APAF-1 CED4	Homo sapiens
dd_Smed_v6_33773_0_1	526	PLDB	4.00E-07	e-value	NP_055209.2	growth hormone inducible transmembrane protein	GHITM DERP2 HSPC282 MICS1 PTD010 TMBIM5	Homo sapiens
dd_Smed_v6_338_0_1	437	PLDB	8.00E-12	e-value	NP_003324.1	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52 CEP52 HUBCEP52 L40 RPL40	Homo sapiens
dd_Smed_v6_34144_0_1	722	PLDB	5.00E-39	e-value	XP_006718020.1	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	TCF7L2 TCF-4 TCF4	Homo sapiens
dd_Smed_v6_34184_0_1	1255	PLDB	4.00E-51	e-value	NP_892006.3	spectrin repeat containing nuclear envelope protein 1	SYNE1 8B ARCA1 C6orf98 CPG2 EDMD4 MYNE1 Nesp1 SCAR8 dJ45H2.2	Homo sapiens
dd_Smed_v6_34190_0_1	493	PLDB	1.00E-18	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3423_0_1	818	PLDB	5.00E-36	e-value	NP_071921.1	AKT interacting protein	AKTIP FT1 FTS	Homo sapiens
dd_Smed_v6_3426_0_1	2173	PLDB	4.00E-104	e-value	NP_004603.1	"transforming growth factor, beta receptor 1"	TGFBR1 AAT5 ACVRLK4 ALK-5 ALK5 ESS1 LDS1 LDS1A LDS2A MSSE SKR4 TGFR-1	Homo sapiens
dd_Smed_v6_342_0_1	967	PLDB	1.00E-46	e-value	NP_006401.3	HIV-1 Tat interactive protein 2	HTATIP2 CC3 SDR44U1 TIP30	Homo sapiens
dd_Smed_v6_3466_0_1	3013	PLDB	0	e-value	NP_002256.2	karyopherin subunit beta 1	KPNB1 IMB1 IPO1 IPOB Impnb NTF97	Homo sapiens
dd_Smed_v6_346_0_1	1085	PLDB	4.00E-68	e-value	NP_005850.1	purine-rich element binding protein A	PURA PUR-ALPHA PUR1 PURALPHA	Homo sapiens
dd_Smed_v6_3475_0_1	2286	PLDB	7.00E-149	e-value	NP_003110.1	"SPG7, paraplegin matrix AAA peptidase subunit"	SPG7 CAR CMAR PGN SPG5C	Homo sapiens
dd_Smed_v6_3487_0_1	448	PLDB	3.00E-31	e-value	NP_055060.1	ring finger protein 7	RNF7 CKBBP1 ROC2 SAG	Homo sapiens
dd_Smed_v6_34941_0_1	1201	PLDB	2.00E-23	e-value	XP_006717867.1	"glutamate receptor, ionotropic, delta 1"	GRID1 GluD1	Homo sapiens
dd_Smed_v6_3517_0_1	748	PLDB	4.00E-83	e-value	NP_005800.3	peroxiredoxin 2	PRDX2 HEL-S-2a NKEF-B NKEFB PRP PRX2 PRXII PTX1 TDPX1 TPX1 TSA	Homo sapiens
dd_Smed_v6_3523_0_1	5597	PLDB	0	e-value	NP_066187.2	"ankyrin 2, neuronal"	ANK2 ANK-2 LQT4 brank-2	Homo sapiens
dd_Smed_v6_353_0_1	666	PLDB	9.00E-05	e-value	NP_001185985.1	cell death-inducing p53 target 1	CDIP1 C16orf5 CDIP I1 LITAFL	Homo sapiens
dd_Smed_v6_3540_0_1	2351	PLDB	7.00E-172	e-value	NP_277022.1	cyclin-dependent kinase 11B	CDK11B CDC2L1 CDK11 CDK11-p110 CDK11-p46 CDK11-p58 CLK-1 PITSLREA PK58 p58 p58CDC2L1 p58CLK-1	Homo sapiens
dd_Smed_v6_3543_0_1	1115	PLDB	4.00E-79	e-value	NP_003328.1	ubiquitin conjugating enzyme E2 B	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	Homo sapiens
dd_Smed_v6_3562_0_1	1608	PLDB	2.00E-06	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3565_0_1	1552	PLDB	2.00E-36	e-value	NP_001116079.1	runt-related transcription factor 1	RUNX1 AML1 AML1-EVI-1 AMLCR1 CBFA2 EVI-1 PEBP2aB	Homo sapiens
dd_Smed_v6_3567_0_1	1245	PLDB	5.00E-174	e-value	NP_612467.1	WD repeat domain 92	WDR92	Homo sapiens
dd_Smed_v6_3571_0_1	2293	PLDB	1.00E-19	e-value	XP_005260588.1	serine/threonine kinase 4	STK4 KRS2 MST1 TIIAC YSK3	Homo sapiens
dd_Smed_v6_3580_0_1	1996	PLDB	2.00E-98	e-value	NP_660186.1	mitogen-activated protein kinase kinase 7	MAP2K7 JNKK2 MAPKK7 MEK MEK 7 MKK7 PRKMK7 SAPKK-4 SAPKK4	Homo sapiens
dd_Smed_v6_3585_0_1	677	PLDB	2.00E-77	e-value	NP_037364.1	programmed cell death 6	PDCD6 ALG-2 PEF1B	Homo sapiens
dd_Smed_v6_35990_0_1	1396	PLDB	9.00E-137	e-value	NP_005021.2	polo like kinase 1	PLK1 PLK STPK13	Homo sapiens
dd_Smed_v6_3605_0_1	1709	PLDB	1.00E-38	e-value	XP_005264584.1	TIA1 cytotoxic granule-associated RNA binding protein	TIA1 TIA-1 WDM	Homo sapiens
dd_Smed_v6_3618_1_1	5647	PLDB	2.00E-66	e-value	NP_001371.1	dedicator of cytokinesis 1	DOCK1 DOCK180 ced5	Homo sapiens
dd_Smed_v6_3636_0_1	3361	PLDB	0	e-value	NP_003325.2	ubiquitin-like modifier activating enzyme 1	UBA1 A1S9 A1S9T A1ST AMCX1 GXP1 POC20 SMAX2 UBA1A UBE1 UBE1X	Homo sapiens
dd_Smed_v6_3643_0_1	1309	PLDB	1.00E-31	e-value	XP_005268388.1	transcription factor Dp-1	TFDP1 DP1 DRTF1 Dp-1	Homo sapiens
dd_Smed_v6_3649_0_1	4966	PLDB	3.00E-83	e-value	XP_006710696.1	agrin	AGRN CMSPPD	Homo sapiens
dd_Smed_v6_3650_0_1	1403	PLDB	2.00E-10	e-value	NP_004610.1	TNF receptor associated factor 5	TRAF5 MGC:39780 RNF84	Homo sapiens
dd_Smed_v6_3662_0_1	4752	PLDB	3.00E-156	e-value	NP_001269788.1	5'-3' exoribonuclease 1	XRN1 SEP1	Homo sapiens
dd_Smed_v6_3666_0_1	1767	PLDB	2.00E-150	e-value	NP_004508.1	integrin linked kinase	ILK HEL-S-28 ILK-1 ILK-2 P59 p59ILK	Homo sapiens
dd_Smed_v6_3672_0_1	615	PLDB	2.00E-34	e-value	NP_000705.2	translocator protein	TSPO BPBS BZRP DBI IBP MBR PBR PBS PKBS PTBR mDRC pk18	Homo sapiens
dd_Smed_v6_3677_0_1	1442	PLDB	1.00E-15	e-value	NP_004611.1	TNF receptor associated factor 6	TRAF6 MGC:3310 RNF85	Homo sapiens
dd_Smed_v6_36_0_1	1057	PLDB	3.00E-114	e-value	NP_006752.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	YWHAE 14-3-3E HEL2 KCIP-1 MDCR MDS	Homo sapiens
dd_Smed_v6_3706_0_1	1638	PLDB	1.00E-18	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3707_0_1	1734	PLDB	9.00E-07	e-value	NP_005563.1	lamin A/C	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	Homo sapiens
dd_Smed_v6_3720_0_1	3875	PLDB	9.00E-33	e-value	NP_003751.2	eukaryotic translation initiation factor 4 gamma 3	EIF4G3 eIF-4G 3 eIF4G 3 eIF4GII	Homo sapiens
dd_Smed_v6_3724_0_1	1129	PLDB	6.00E-53	e-value	NP_057508.2	LUC7 like 3 pre-mRNA splicing factor	LUC7L3 CRA CREAP-1 CROP LUC7A OA48-18 hLuc7A	Homo sapiens
dd_Smed_v6_3730_1_1	2418	PLDB	4.00E-161	e-value	NP_001008895.1	cullin 4A	CUL4A	Homo sapiens
dd_Smed_v6_3735_0_1	563	PLDB	2.00E-38	e-value	NP_005861.2	Sin3A associated protein 18kDa	SAP18 2HOR0202 SAP18P	Homo sapiens
dd_Smed_v6_3742_0_1	4911	PLDB	1.00E-79	e-value	NP_055129.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	DDX58 RIG-I RIGI RLR-1	Homo sapiens
dd_Smed_v6_3745_0_1	2433	PLDB	7.00E-121	e-value	NP_690043.1	angiotensin I converting enzyme	ACE ACE1 CD143 DCP DCP1 ICH MVCD3	Homo sapiens
dd_Smed_v6_3749_0_1	3237	PLDB	0	e-value	NP_000693.1	ATPase Na /K  transporting subunit alpha 2	ATP1A2 FHM2 MHP2	Homo sapiens
dd_Smed_v6_37521_0_1	393	PLDB	6.00E-77	e-value	NP_001280143.1	"tubulin, beta class I"	TUBB CDCBM6 M40 OK/SW-cl.56 TUBB1 TUBB5	Homo sapiens
dd_Smed_v6_3754_0_1	2565	PLDB	5.00E-23	e-value	XP_005260554.1	engulfment and cell motility 2	ELMO2 CED-12 CED12 ELMO-2	Homo sapiens
dd_Smed_v6_3755_0_1	1750	PLDB	1.00E-177	e-value	NP_002063.2	G protein subunit alpha q	GNAQ CMC1 G-ALPHA-q GAQ SWS	Homo sapiens
dd_Smed_v6_377_0_1	787	PLDB	7.00E-27	e-value	NP_055227.1	calcyclin binding protein	CACYBP GIG5 S100A6BP SIP	Homo sapiens
dd_Smed_v6_3792_0_1	1546	PLDB	0	e-value	NP_000039.2	argininosuccinate lyase	ASL ASAL	Homo sapiens
dd_Smed_v6_3817_0_1	2049	PLDB	0	e-value	NP_001180345.1	"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"	DDX3X DBX DDX14 DDX3 HLP2	Homo sapiens
dd_Smed_v6_3837_0_1	1912	PLDB	3.00E-65	e-value	NP_066961.2	TNF receptor associated factor 2	TRAF2 MGC:45012 TRAP TRAP3	Homo sapiens
dd_Smed_v6_38460_0_1	538	PLDB	5.00E-16	e-value	NP_002803.2	"proteasome 26S subunit, non-ATPase 8"	PSMD8 HEL-S-91n HIP6 HYPF Nin1p Rpn12 S14 p31	Homo sapiens
dd_Smed_v6_3871_0_1	1862	PLDB	7.00E-32	e-value	NP_005563.1	lamin A/C	LMNA CDCD1 CDDC CMD1A CMT2B1 EMD2 FPL FPLD FPLD2 HGPS IDC LDP1 LFP LGMD1B LMN1 LMNC LMNL1 PRO1	Homo sapiens
dd_Smed_v6_3875_0_1	861	PLDB	6.00E-06	e-value	NP_003291.2	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_3885_0_1	8446	PLDB	0	e-value	NP_004658.3	HECT and RLD domain containing E3 ubiquitin protein ligase 2	HERC2 D15F37S1 MRT38 SHEP1 jdf2 p528	Homo sapiens
dd_Smed_v6_3885_0_2	8322	PLDB	0	e-value	NP_004658.3	HECT and RLD domain containing E3 ubiquitin protein ligase 2	HERC2 D15F37S1 MRT38 SHEP1 jdf2 p528	Homo sapiens
dd_Smed_v6_388_0_1	2562	PLDB	3.00E-132	e-value	NP_036193.2	dynamin 1-like	DNM1L DLP1 DRP1 DVLP DYMPLE EMPF HDYNIV	Homo sapiens
dd_Smed_v6_3890_0_1	747	PLDB	2.00E-84	e-value	NP_003542.1	NME/NM23 family member 5	NME5 NM23-H5 NM23H5 RSPH23	Homo sapiens
dd_Smed_v6_39015_0_1	1271	PLDB	1.00E-23	e-value	NP_001186930.1	notch 2	NOTCH2 AGS2 HJCYS hN2	Homo sapiens
dd_Smed_v6_3903_0_1	1248	PLDB	4.00E-73	e-value	NP_000013.2	adenosine deaminase	ADA	Homo sapiens
dd_Smed_v6_3937_0_1	5318	PLDB	2.00E-54	e-value	NP_056380.2	listerin E3 ubiquitin protein ligase 1	LTN1 C21orf10 C21orf98 RNF160 ZNF294	Homo sapiens
dd_Smed_v6_393_0_1	932	PLDB	1.00E-62	e-value	NP_003002.2	SET nuclear proto-oncogene	SET 2PP2A I2PP2A IGAAD IPP2A2 PHAPII TAF-I TAF-IBETA	Homo sapiens
dd_Smed_v6_394_0_1	284	PLDB	1.00E-10	e-value	NP_000991.1	ribosomal protein L39	RPL39 L39 RPL39P42 RPL39_23_1806	Homo sapiens
dd_Smed_v6_39545_0_1	1165	PLDB	3.00E-34	e-value	XP_005245808.1	EPH receptor A2	EPHA2 ARCC2 CTPA CTPP1 CTRCT6 ECK	Homo sapiens
dd_Smed_v6_39557_0_1	1094	PLDB	1.00E-07	e-value	NP_736606.1	"proteasome 26S subunit, non-ATPase 10"	PSMD10 dJ889N15.2 p28 p28(GANK)	Homo sapiens
dd_Smed_v6_3955_0_1	2414	PLDB	8.00E-34	e-value	NP_067062.1	RNA binding motif protein 25	RBM25 NET52 RED120 RNPC7 S164 Snu71 fSAP94	Homo sapiens
dd_Smed_v6_3964_0_1	2824	PLDB	4.00E-110	e-value	NP_000512.1	hexosaminidase B (beta polypeptide)	HEXB ENC-1AS HEL-248	Homo sapiens
dd_Smed_v6_3968_0_1	4806	PLDB	0	e-value	NP_003161.2	"SPT6 homolog, histone chaperone"	SUPT6H SPT6 SPT6H emb-5	Homo sapiens
dd_Smed_v6_3971_0_1	2924	PLDB	0	e-value	NP_004784.2	"lon peptidase 1, mitochondrial"	LONP1 LON LONP LonHS PIM1 PRSS15 hLON	Homo sapiens
dd_Smed_v6_3986_0_1	1263	PLDB	1.00E-164	e-value	NP_055629.1	"proteasome 26S subunit, non-ATPase 6"	PSMD6 Rpn7 S10 SGA-113M p42A p44S10	Homo sapiens
dd_Smed_v6_3990_0_1	2051	PLDB	0	e-value	NP_060777.3	ras homolog family member T1	RHOT1 ARHT1 MIRO-1 MIRO1	Homo sapiens
dd_Smed_v6_3992_0_1	6118	PLDB	3.00E-155	e-value	NP_003015.2	intersectin 1 (SH3 domain protein)	ITSN1 ITSN SH3D1A SH3P17	Homo sapiens
dd_Smed_v6_3997_0_1	3709	PLDB	4.00E-47	e-value	NP_060707.2	cell division cycle and apoptosis regulator 1	CCAR1	Homo sapiens
dd_Smed_v6_4012_0_1	1427	PLDB	1.00E-73	e-value	NP_002639.1	"Pim-1 proto-oncogene, serine/threonine kinase"	PIM1 PIM	Homo sapiens
dd_Smed_v6_4032_0_1	2964	PLDB	1.00E-79	e-value	NP_006256.1	RAD21 cohesin complex component	RAD21 CDLS4 HR21 HRAD21 MCD1 NXP1 SCC1 hHR21	Homo sapiens
dd_Smed_v6_4050_0_1	1359	PLDB	2.00E-36	e-value	NP_110418.1	sphingosine-1-phosphate phosphatase 1	SGPP1 SPPase1	Homo sapiens
dd_Smed_v6_4055_0_1	1039	PLDB	3.00E-31	e-value	NP_057093.1	SH3-domain GRB2-like endophilin B1	SH3GLB1 Bif-1 PPP1R70 dJ612B15.2	Homo sapiens
dd_Smed_v6_4065_0_1	3846	PLDB	3.00E-147	e-value	NP_001128512.1	dynactin subunit 1	DCTN1 DAP-150 DP-150 P135	Homo sapiens
dd_Smed_v6_4071_0_1	1142	PLDB	1.00E-22	e-value	NP_065108.1	chromosome 12 open reading frame 5	C12orf5 FR2BP TIGAR	Homo sapiens
dd_Smed_v6_41344_0_1	1257	PLDB	1.00E-74	e-value	NP_005042.1	glutaminyl-tRNA synthetase	QARS GLNRS MSCCA PRO2195	Homo sapiens
dd_Smed_v6_4143_0_1	1133	PLDB	5.00E-76	e-value	NP_002795.2	"proteasome 26S subunit, ATPase 3"	PSMC3 TBP1	Homo sapiens
dd_Smed_v6_4148_0_1	1542	PLDB	1.00E-63	e-value	NP_001186356.1	TNF receptor associated factor 3	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	Homo sapiens
dd_Smed_v6_4160_0_1	3497	PLDB	2.00E-98	e-value	NP_079418.1	TAO kinase 1	TAOK1 KFC-B MAP3K16 MARKK PSK-2 PSK2 TAO1 hKFC-B hTAOK1	Homo sapiens
dd_Smed_v6_41667_0_1	659	PLDB	3.00E-29	e-value	XP_005245411.1	"proteasome 26S subunit, non-ATPase 4"	PSMD4 AF AF-1 ASF MCB1 Rpn10 S5A pUB-R5	Homo sapiens
dd_Smed_v6_4171_0_1	509	PLDB	2.00E-12	e-value	NP_057152.2	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	FIS1 TTC11	Homo sapiens
dd_Smed_v6_4182_0_1	1295	PLDB	5.00E-96	e-value	NP_057714.1	"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"	SPG21 ACP33 GL010 MAST	Homo sapiens
dd_Smed_v6_4189_0_1	1026	PLDB	5.00E-35	e-value	NP_003115.1	"sepiapterin reductase (7,8-dihydrobiopterin:NADP  oxidoreductase)"	SPR SDR38C1	Homo sapiens
dd_Smed_v6_4198_0_1	1728	PLDB	1.00E-175	e-value	NP_037389.4	serum/glucocorticoid regulated kinase family member 3	SGK3 CISK SGK2 SGKL	Homo sapiens
dd_Smed_v6_419_0_1	1042	PLDB	2.00E-99	e-value	NP_004628.4	"RAB7A, member RAS oncogene family"	RAB7A PRO2706 RAB7	Homo sapiens
dd_Smed_v6_4202_0_1	2941	PLDB	5.00E-98	e-value	NP_001164232.1	SRSF protein kinase 3	SRPK3 MSSK-1 MSSK1 STK23	Homo sapiens
dd_Smed_v6_420_0_1	2519	PLDB	4.00E-108	e-value	NP_004374.1	c-src tyrosine kinase	CSK	Homo sapiens
dd_Smed_v6_4219_0_1	647	PLDB	4.00E-60	e-value	NP_003331.1	ubiquitin conjugating enzyme E2 D3	UBE2D3 E2(17)KB3 UBC4/5 UBCH5C	Homo sapiens
dd_Smed_v6_4227_0_1	1778	PLDB	5.00E-13	e-value	NP_003960.1	ubiquitin conjugating enzyme E2 M	UBE2M UBC-RS2 UBC12 hUbc12	Homo sapiens
dd_Smed_v6_422_0_1	606	PLDB	1.00E-08	e-value	NP_061828.1	ubiquitin B	UBB	Homo sapiens
dd_Smed_v6_4233_0_1	3138	PLDB	0	e-value	NP_001596.2	alanyl-tRNA synthetase	AARS CMT2N	Homo sapiens
dd_Smed_v6_4244_0_1	2228	PLDB	0	e-value	NP_002728.1	protein kinase C alpha	PRKCA AAG6 PKC-alpha PKCA PRKACA	Homo sapiens
dd_Smed_v6_424_0_1	2513	PLDB	0	e-value	NP_004125.3	heat shock 70kDa protein 9 (mortalin)	HSPA9 CSA GRP-75 GRP75 HEL-S-124m HSPA9B MOT MOT2 MTHSP75 PBP74	Homo sapiens
dd_Smed_v6_4266_0_1	1284	PLDB	9.00E-105	e-value	NP_001352.2	dihydroorotate dehydrogenase (quinone)	DHODH DHOdehase POADS URA1	Homo sapiens
dd_Smed_v6_4267_0_1	3729	PLDB	9.00E-144	e-value	NP_000822.2	glutamate ionotropic receptor kainate type subunit 3	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	Homo sapiens
dd_Smed_v6_4267_0_11	3215	PLDB	6.00E-147	e-value	NP_068775.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_12	3215	PLDB	1.00E-154	e-value	NP_001159719.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_3	3718	PLDB	2.00E-153	e-value	NP_068775.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_4	3718	PLDB	6.00E-146	e-value	NP_068775.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_5	3710	PLDB	2.00E-144	e-value	NP_000822.2	glutamate ionotropic receptor kainate type subunit 3	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	Homo sapiens
dd_Smed_v6_4267_0_6	3710	PLDB	8.00E-150	e-value	NP_000822.2	glutamate ionotropic receptor kainate type subunit 3	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	Homo sapiens
dd_Smed_v6_4267_0_7	3699	PLDB	1.00E-153	e-value	NP_068775.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_8	3699	PLDB	4.00E-146	e-value	NP_786944.1	glutamate ionotropic receptor kainate type subunit 2	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	Homo sapiens
dd_Smed_v6_4267_0_9	3226	PLDB	1.00E-144	e-value	NP_000822.2	glutamate ionotropic receptor kainate type subunit 3	GRIK3 EAA5 GLR7 GLUR7 GluK3 GluR7a	Homo sapiens
dd_Smed_v6_426_0_1	1477	PLDB	5.00E-158	e-value	NP_005304.3	protein disulfide isomerase family A member 3	PDIA3 ER60 ERp57 ERp60 ERp61 GRP57 GRP58 HEL-S-269 HEL-S-93n HsT17083 P58 PI-PLC	Homo sapiens
dd_Smed_v6_4273_0_1	1932	PLDB	0	e-value	NP_005021.2	polo like kinase 1	PLK1 PLK STPK13	Homo sapiens
